n0,g77,g15
n1,g4,g35
n2,g98,g58
n3,g78,g30
n4,g58,g81
n5,g87,g45
n6,g45,g9
n7,g51,g87
n8,g20,g8
n9,g74,g96
n10,g80,g6
n11,g45,g91
n12,g7,g53
n13,g51,g89
n14,g30,g39
n15,g20,g48
n16,g28,g82
n17,g13,g63
n18,g12,g67
n19,g23,g31
n20,g43,g82
n21,g24,g47
n22,g78,g70
n23,g52,g95
n24,g92,g4
n25,g90,g39
n26,g16,g18
n27,g28,g86
n28,g71,g25
n29,g83,g40
n30,g97,g0
n31,g99,g94
n32,g24,g56
n33,g4,g10
n34,g84,g60
n35,g95,g61
n36,g43,g28
n37,g18,g19
n38,g79,g80
n39,g60,g34
n40,g16,g76
n41,g5,g95
n42,g51,g13
n43,g0,g75
n44,g73,g71
n45,g26,g77
n46,g91,g63
n47,g29,g77
n48,g33,g28
n49,g90,g66
n50,g1,g36
n51,g27,g99
n52,g54,g61
n53,g10,g16
n54,g53,g8
n55,g59,g31
n56,g23,g90
n57,g16,g2
n58,g46,g16
n59,g8,g34
n60,g20,g57
n61,g48,g73
n62,g89,g56
n63,g39,g43
n64,g39,g88
n65,g97,g1
n66,g69,g36
n67,g92,g53
n68,g36,g13
n69,g33,g79
