n0,g44,g24
n1,g34,g46
n2,g41,g44
n3,g2,g50
n4,g69,g99
n5,g30,g33
n6,g23,g93
n7,g25,g36
n8,g9,g97
n9,g77,g33
n10,g20,g0
n11,g56,g16
n12,g20,g5
n13,g29,g33
n14,g29,g63
n15,g20,g49
n16,g11,g75
n17,g27,g48
n18,g0,g79
n19,g80,g84
n20,g15,g77
n21,g6,g12
n22,g60,g14
n23,g42,g25
n24,g8,g49
n25,g10,g82
n26,g70,g44
n27,g50,g51
n28,g81,g50
n29,g24,g25
n30,g83,g28
n31,g36,g55
n32,g85,g86
n33,g20,g56
n34,g7,g21
n35,g40,g99
n36,g27,g56
n37,g82,g29
n38,g61,g51
n39,g89,g73
n40,g49,g87
n41,g63,g46
n42,g39,g52
n43,g68,g13
n44,g35,g34
n45,g70,g30
n46,g71,g34
n47,g19,g7
n48,g55,g53
n49,g42,g54
n50,g48,g41
n51,g18,g7
n52,g97,g58
n53,g67,g4
n54,g93,g8
n55,g2,g72
n56,g76,g18
n57,g32,g64
n58,g67,g62
n59,g37,g36
n60,g66,g45
n61,g65,g46
n62,g90,g37
n63,g30,g14
n64,g36,g47
n65,g20,g54
n66,g29,g3
n67,g71,g40
n68,g47,g19
n69,g6,g74
