n0,g54,g63
n1,g34,g95
n2,g20,g79
n3,g83,g14
n4,g42,g70
n5,g77,g43
n6,g6,g64
n7,g76,g0
n8,g31,g85
n9,g81,g88
n10,g31,g22
n11,g87,g18
n12,g84,g51
n13,g68,g73
n14,g29,g2
n15,g33,g9
n16,g52,g82
n17,g86,g12
n18,g88,g75
n19,g22,g75
n20,g52,g61
n21,g66,g80
n22,g74,g18
n23,g93,g45
n24,g11,g76
n25,g31,g99
n26,g96,g99
n27,g59,g95
n28,g86,g81
n29,g91,g21
n30,g21,g62
n31,g97,g31
n32,g67,g95
n33,g52,g56
n34,g65,g18
n35,g43,g26
n36,g1,g5
n37,g41,g95
n38,g35,g74
n39,g86,g45
n40,g25,g47
n41,g14,g34
n42,g15,g41
n43,g69,g32
n44,g64,g4
n45,g3,g84
n46,g0,g98
n47,g65,g58
n48,g16,g17
n49,g16,g42
n50,g89,g62
n51,g84,g47
n52,g1,g51
n53,g73,g46
n54,g31,g48
n55,g16,g13
n56,g65,g82
n57,g62,g84
n58,g99,g52
n59,g74,g19
n60,g88,g86
n61,g45,g53
n62,g43,g19
n63,g38,g14
n64,g85,g74
n65,g96,g45
n66,g29,g1
n67,g39,g44
n68,g95,g39
n69,g16,g97
