n70,g17,g27
n65,g79,g14
n6,g19,g55
n35,g44,g40
n4,g61,g33
n32,g12,g51
n72,g56,g91
n83,g38,g71
n74,g67,g75
n26,g42,g46
n21,g68,g76
n60,g25,g12
n20,g88,g84
n73,g18,g93
n51,g14,g54
n69,g98,g50
n71,g8,g30
n28,g38,g35
n77,g25,g70
n14,g60,g36
n45,g27,g69
n39,g7,g66
n5,g56,g90
n23,g1,g29
n24,g34,g70
n54,g72,g13
n16,g68,g1
n82,g84,g56
n17,g2,g13
n18,g81,g33
n63,g4,g39
n9,g4,g55
n25,g88,g11
n30,g74,g58
n31,g12,g31
n10,g94,g44
n43,g39,g51
n68,g86,g44
n34,g94,g49
n8,g24,g10
n79,g41,g48
n53,g54,g59
n55,g81,g58
n38,g78,g45
n33,g47,g97
n62,g49,g30
n11,g93,g22
n27,g39,g50
n50,g49,g38
n44,g72,g77
n12,g77,g42
n67,g59,g99
n75,g50,g5
n80,g76,g32
n0,g28,g58
n22,g65,g16
n81,g27,g42
n58,g73,g69
n36,g27,g10
n42,g55,g29
n61,g31,g17
n78,g23,g51
n3,g74,g40
n29,g98,g36
n47,g6,g64
n49,g4,g10
n52,g5,g15
n59,g82,g89
n57,g98,g75
n66,g7,g73
n37,g68,g77
n13,g94,g83
n40,g64,g51
n19,g2,g12
n46,g59,g33
n7,g20,g99
n15,g68,g50
n48,g11,g49
n41,g83,g85
n76,g5,g64
n64,g22,g32
n56,g14,g59
n2,g54,g47
n1,g16,g67
