n70,g58,g98
n65,g33,g12
n6,g55,g15
n35,g6,g3
n4,g86,g93
n32,g41,g9
n72,g65,g20
n83,g53,g75
n74,g53,g70
n26,g49,g93
n21,g40,g11
n60,g98,g53
n20,g39,g35
n73,g22,g33
n51,g96,g2
n69,g68,g13
n71,g6,g70
n28,g26,g14
n77,g12,g24
n14,g47,g15
n45,g76,g94
n39,g54,g21
n5,g49,g54
n23,g26,g41
n24,g63,g40
n54,g17,g78
n16,g83,g77
n82,g69,g9
n17,g81,g72
n18,g74,g40
n63,g54,g25
n9,g43,g93
n25,g99,g10
n30,g25,g70
n31,g13,g55
n10,g79,g41
n43,g36,g42
n68,g12,g88
n34,g67,g18
n8,g7,g2
n79,g21,g90
n53,g17,g15
n55,g28,g47
n38,g19,g48
n33,g18,g41
n62,g39,g86
n11,g84,g55
n27,g50,g37
n50,g24,g35
n44,g22,g51
n12,g18,g65
n67,g64,g86
n75,g10,g90
n80,g51,g13
n0,g27,g67
n22,g2,g8
n81,g45,g41
n58,g44,g29
n36,g54,g14
n42,g3,g91
n61,g27,g85
n78,g87,g27
n3,g20,g45
n29,g24,g39
n47,g80,g78
n49,g36,g56
n52,g6,g4
n59,g14,g25
n57,g74,g2
n66,g28,g37
n37,g48,g36
n13,g86,g12
n40,g60,g47
n19,g0,g4
n46,g82,g70
n7,g70,g90
n15,g36,g67
n48,g42,g82
n41,g90,g36
n76,g16,g31
n64,g23,g35
n56,g23,g1
n2,g14,g23
n1,g8,g27
