n70,g19,g85
n65,g62,g50
n6,g47,g40
n35,g4,g49
n4,g39,g71
n32,g76,g28
n72,g25,g64
n83,g37,g92
n74,g66,g94
n26,g65,g74
n21,g17,g27
n60,g51,g31
n20,g22,g94
n73,g2,g22
n51,g74,g64
n69,g33,g87
n71,g49,g19
n28,g65,g8
n77,g81,g54
n14,g45,g55
n45,g1,g91
n39,g14,g48
n5,g72,g66
n23,g99,g69
n24,g9,g51
n54,g32,g39
n16,g21,g43
n82,g75,g42
n17,g65,g55
n18,g16,g64
n63,g38,g18
n9,g26,g84
n25,g42,g37
n30,g44,g74
n31,g58,g95
n10,g85,g74
n43,g16,g94
n68,g93,g73
n34,g24,g40
n8,g78,g68
n79,g73,g51
n53,g35,g94
n55,g84,g61
n38,g67,g50
n33,g43,g57
n62,g51,g96
n11,g20,g90
n27,g66,g87
n50,g75,g8
n44,g30,g33
n12,g6,g42
n67,g59,g86
n75,g50,g1
n80,g41,g11
n0,g84,g98
n22,g5,g91
n81,g77,g38
n58,g76,g84
n36,g28,g38
n42,g94,g57
n61,g64,g57
n78,g21,g31
n3,g68,g59
n29,g57,g77
n47,g74,g46
n49,g93,g90
n52,g26,g81
n59,g63,g41
n57,g13,g58
n66,g72,g82
n37,g44,g50
n13,g96,g29
n40,g7,g19
n19,g85,g53
n46,g21,g66
n7,g75,g63
n15,g84,g81
n48,g77,g99
n41,g52,g10
n76,g36,g38
n64,g80,g45
n56,g86,g93
n2,g92,g51
n1,g34,g20
