n70,g56,g49
n65,g26,g23
n6,g50,g63
n35,g95,g15
n4,g77,g13
n32,g25,g30
n72,g6,g81
n83,g1,g36
n74,g39,g41
n26,g59,g26
n21,g71,g72
n60,g22,g54
n20,g60,g84
n73,g37,g21
n51,g51,g32
n69,g26,g32
n71,g29,g33
n28,g50,g11
n77,g60,g5
n14,g43,g40
n45,g19,g30
n39,g68,g70
n5,g75,g45
n23,g29,g50
n24,g89,g59
n54,g18,g44
n16,g7,g23
n82,g80,g40
n17,g74,g65
n18,g32,g70
n63,g62,g72
n9,g34,g35
n25,g90,g24
n30,g20,g66
n31,g83,g32
n10,g98,g55
n43,g48,g19
n68,g85,g34
n34,g35,g52
n8,g83,g79
n79,g59,g83
n53,g84,g9
n55,g78,g35
n38,g77,g81
n33,g95,g71
n62,g77,g85
n11,g7,g48
n27,g62,g30
n50,g33,g70
n44,g98,g66
n12,g87,g84
n67,g42,g16
n75,g82,g24
n80,g1,g38
n0,g99,g33
n22,g18,g61
n81,g16,g79
n58,g78,g33
n36,g18,g87
n42,g77,g80
n61,g26,g3
n78,g68,g74
n3,g49,g75
n29,g92,g27
n47,g60,g83
n49,g50,g9
n52,g47,g25
n59,g0,g5
n57,g30,g74
n66,g65,g84
n37,g35,g92
n13,g10,g89
n40,g1,g17
n19,g77,g99
n46,g47,g86
n7,g43,g75
n15,g3,g68
n48,g19,g56
n41,g94,g24
n76,g45,g37
n64,g97,g45
n56,g95,g16
n2,g79,g19
n1,g57,g64
