n70,g98,g45
n65,g48,g82
n6,g7,g67
n35,g56,g96
n4,g76,g63
n32,g78,g19
n72,g63,g69
n74,g55,g67
n26,g57,g59
n21,g56,g11
n60,g18,g95
n20,g65,g78
n73,g19,g94
n51,g66,g38
n69,g24,g96
n71,g45,g41
n28,g53,g90
n77,g64,g84
n14,g12,g37
n45,g89,g16
n39,g68,g64
n5,g41,g6
n23,g14,g48
n24,g23,g10
n54,g22,g73
n16,g30,g37
n17,g94,g54
n18,g60,g17
n63,g68,g20
n9,g20,g57
n25,g17,g25
n30,g74,g8
n31,g49,g70
n10,g43,g71
n43,g46,g64
n68,g35,g22
n34,g34,g51
n8,g97,g91
n79,g52,g49
n53,g72,g83
n55,g18,g24
n38,g61,g60
n33,g45,g97
n62,g22,g8
n11,g23,g31
n27,g61,g6
n50,g1,g60
n44,g28,g36
n12,g15,g26
n67,g77,g85
n75,g94,g63
n80,g14,g15
n0,g29,g16
n22,g23,g21
n81,g73,g67
n58,g97,g76
n36,g60,g25
n42,g81,g20
n61,g33,g54
n78,g39,g20
n3,g8,g31
n29,g38,g48
n47,g41,g48
n49,g2,g3
n52,g10,g83
n59,g97,g19
n57,g72,g31
n66,g6,g57
n37,g73,g92
n13,g99,g61
n40,g38,g30
n19,g15,g21
n46,g51,g4
n7,g53,g63
n15,g87,g20
n48,g73,g10
n41,g54,g10
n76,g56,g77
n64,g69,g13
n56,g92,g76
n2,g16,g38
n1,g19,g63
