n70,g72,g52
n65,g90,g0
n6,g14,g88
n35,g42,g45
n4,g1,g0
n32,g16,g9
n72,g68,g73
n74,g99,g81
n26,g61,g88
n21,g11,g20
n60,g70,g28
n20,g15,g36
n73,g78,g54
n51,g93,g66
n69,g10,g31
n71,g22,g55
n28,g30,g58
n77,g16,g23
n14,g59,g89
n45,g20,g8
n39,g79,g77
n5,g58,g17
n23,g85,g71
n24,g11,g27
n54,g61,g82
n16,g52,g94
n17,g8,g13
n18,g46,g53
n63,g2,g67
n9,g21,g44
n25,g26,g59
n30,g46,g7
n31,g74,g61
n10,g1,g80
n43,g38,g2
n68,g27,g24
n34,g18,g65
n8,g62,g86
n79,g63,g18
n53,g60,g45
n55,g32,g5
n38,g66,g39
n33,g21,g80
n62,g91,g92
n11,g30,g25
n27,g78,g89
n50,g92,g13
n44,g73,g96
n12,g79,g83
n67,g14,g35
n75,g82,g79
n80,g36,g73
n0,g90,g40
n22,g7,g91
n81,g96,g86
n58,g70,g97
n36,g10,g36
n42,g26,g90
n61,g68,g45
n78,g67,g42
n3,g88,g8
n29,g92,g8
n47,g46,g58
n49,g19,g14
n52,g92,g27
n59,g15,g11
n57,g79,g12
n66,g42,g78
n37,g15,g64
n13,g46,g82
n40,g97,g30
n19,g51,g95
n46,g41,g71
n7,g13,g39
n15,g99,g58
n48,g98,g26
n41,g26,g8
n76,g89,g1
n64,g42,g51
n56,g75,g58
n2,g1,g15
n1,g52,g68
