n70,g0,g96
n65,g82,g54
n6,g92,g69
n35,g22,g38
n4,g93,g50
n32,g53,g18
n72,g51,g53
n74,g27,g74
n26,g91,g31
n21,g54,g45
n60,g88,g27
n20,g54,g40
n73,g5,g20
n51,g61,g25
n69,g65,g26
n71,g19,g18
n28,g83,g5
n77,g35,g54
n14,g72,g58
n45,g15,g40
n39,g44,g86
n5,g84,g8
n23,g30,g87
n24,g63,g21
n54,g70,g53
n16,g92,g12
n17,g1,g34
n18,g8,g83
n63,g9,g6
n9,g37,g28
n25,g65,g91
n30,g2,g20
n31,g15,g95
n10,g68,g84
n43,g56,g43
n68,g14,g5
n34,g72,g55
n8,g4,g49
n79,g77,g93
n53,g55,g62
n55,g4,g17
n38,g3,g78
n33,g33,g24
n62,g63,g71
n11,g36,g8
n27,g29,g41
n50,g36,g5
n44,g2,g76
n12,g3,g50
n67,g99,g17
n75,g90,g32
n80,g84,g26
n0,g12,g50
n22,g28,g84
n81,g80,g36
n58,g88,g60
n36,g29,g44
n42,g25,g82
n61,g21,g87
n78,g88,g70
n3,g58,g45
n29,g58,g76
n47,g60,g72
n49,g60,g89
n52,g16,g21
n59,g49,g75
n57,g78,g2
n66,g86,g53
n37,g49,g48
n13,g93,g8
n40,g80,g62
n19,g1,g23
n46,g7,g81
n7,g55,g89
n15,g35,g72
n48,g51,g85
n41,g61,g88
n76,g11,g32
n64,g74,g45
n56,g43,g41
n2,g85,g28
n1,g44,g87
