n70,g92,g52
n65,g32,g26
n6,g99,g35
n35,g40,g96
n4,g14,g34
n32,g90,g35
n72,g45,g85
n74,g57,g39
n26,g75,g22
n21,g11,g65
n60,g18,g81
n20,g62,g71
n73,g46,g28
n51,g24,g16
n69,g37,g68
n71,g62,g32
n28,g84,g14
n77,g62,g5
n14,g29,g44
n45,g5,g63
n39,g83,g61
n5,g93,g69
n23,g65,g31
n24,g79,g11
n54,g14,g17
n16,g44,g11
n17,g55,g28
n18,g10,g7
n63,g78,g89
n9,g53,g31
n25,g63,g41
n30,g97,g40
n31,g56,g7
n10,g19,g76
n43,g17,g81
n68,g93,g33
n34,g10,g60
n8,g30,g76
n79,g6,g29
n53,g25,g3
n55,g34,g2
n38,g93,g44
n33,g80,g13
n62,g17,g24
n11,g21,g78
n27,g42,g84
n50,g40,g35
n44,g87,g82
n12,g82,g16
n67,g65,g34
n75,g35,g59
n80,g18,g88
n0,g45,g2
n22,g74,g99
n81,g17,g69
n58,g0,g49
n36,g98,g96
n42,g49,g39
n61,g81,g73
n78,g87,g95
n3,g7,g63
n29,g60,g48
n47,g39,g77
n49,g21,g95
n52,g43,g63
n59,g3,g40
n57,g0,g14
n66,g8,g51
n37,g99,g88
n13,g86,g58
n40,g51,g87
n19,g59,g92
n46,g3,g82
n7,g76,g3
n15,g55,g36
n48,g69,g0
n41,g37,g91
n76,g55,g69
n64,g32,g67
n56,g45,g13
n2,g64,g10
n1,g66,g35
