n70,g92,g9
n6,g65,g75
n4,g39,g53
n22,g98,g43
n21,g53,g98
n60,g55,g30
n79,g79,g61
n74,g70,g66
n69,g22,g20
n28,g96,g6
n14,g3,g47
n45,g46,g96
n5,g97,g10
n23,g79,g3
n24,g31,g41
n17,g28,g77
n54,g42,g39
n77,g25,g2
n63,g63,g75
n9,g76,g73
n25,g11,g71
n10,g62,g77
n68,g97,g52
n34,g70,g95
n72,g59,g52
n73,g32,g82
n55,g89,g96
n44,g66,g3
n16,g21,g46
n80,g91,g19
n81,g1,g81
n75,g61,g11
n66,g93,g32
n47,g15,g0
n52,g94,g4
n59,g60,g83
n57,g40,g14
n71,g70,g26
n37,g24,g75
n31,g63,g35
n19,g74,g53
n46,g85,g69
n65,g94,g26
n85,g14,g32
n1,g56,g29
n84,g68,g95
n32,g39,g41
n26,g95,g13
n20,g24,g76
n53,g96,g5
n56,g15,g93
n76,g87,g46
n38,g22,g70
n13,g21,g61
n67,g37,g64
n41,g75,g78
n18,g37,g78
n11,g38,g76
n30,g72,g8
n35,g15,g51
n8,g50,g81
n83,g38,g87
n39,g58,g20
n33,g9,g26
n27,g39,g1
n50,g18,g98
n12,g51,g69
n82,g10,g19
n0,g73,g28
n43,g4,g15
n58,g28,g48
n36,g67,g31
n42,g64,g86
n61,g48,g98
n78,g91,g52
n3,g7,g58
n29,g48,g25
n49,g45,g41
n86,g61,g44
n62,g67,g17
n40,g94,g2
n51,g54,g88
n7,g25,g52
n15,g64,g97
n48,g34,g86
n64,g69,g33
n2,g60,g18
