n0,g1,g55
n1,g26,g63
n2,g10,g89
n3,g65,g28
n4,g10,g88
n5,g88,g43
n6,g29,g0
n7,g2,g6
n8,g8,g73
n9,g51,g92
n10,g6,g59
n11,g73,g64
n12,g17,g53
n13,g48,g13
n14,g57,g24
n15,g94,g61
n16,g20,g96
n17,g43,g94
n18,g93,g78
n19,g11,g42
n20,g39,g77
n21,g46,g43
n22,g50,g92
n23,g89,g2
n24,g20,g45
n25,g25,g12
n26,g2,g33
n27,g85,g24
n28,g48,g76
n29,g72,g82
n30,g58,g44
n31,g89,g31
n32,g18,g45
n33,g40,g81
n34,g59,g48
n35,g59,g97
n36,g4,g49
n37,g67,g89
n38,g65,g1
n39,g83,g37
n40,g36,g60
n41,g52,g30
n42,g14,g34
n43,g42,g40
n44,g63,g31
n45,g77,g68
n46,g42,g26
n47,g88,g78
n48,g20,g99
n49,g78,g42
n50,g70,g64
n51,g9,g16
n52,g29,g23
n53,g31,g8
n54,g88,g17
n55,g39,g95
n56,g21,g20
n57,g28,g27
n58,g49,g2
n59,g69,g92
n60,g19,g18
n61,g19,g62
n62,g84,g71
n63,g64,g59
n64,g44,g61
n65,g39,g37
n66,g42,g44
n67,g72,g14
n68,g49,g19
n69,g46,g39
