n70,g84,g22
n65,g57,g62
n6,g46,g89
n35,g94,g15
n4,g8,g62
n32,g80,g97
n72,g66,g91
n74,g72,g38
n26,g51,g39
n21,g9,g40
n60,g69,g93
n20,g19,g94
n73,g64,g35
n51,g57,g51
n69,g88,g2
n71,g74,g17
n28,g26,g1
n14,g51,g54
n45,g33,g94
n39,g91,g11
n5,g83,g53
n23,g22,g92
n24,g94,g77
n54,g5,g84
n16,g40,g45
n17,g66,g14
n18,g19,g39
n63,g45,g9
n9,g71,g31
n25,g28,g81
n30,g38,g30
n31,g89,g32
n10,g95,g0
n43,g10,g42
n68,g25,g33
n34,g11,g93
n8,g5,g49
n53,g25,g0
n55,g13,g15
n38,g45,g71
n33,g19,g15
n62,g28,g46
n11,g3,g62
n27,g63,g89
n50,g88,g31
n44,g90,g5
n12,g69,g50
n67,g97,g20
n75,g18,g40
n0,g85,g58
n22,g54,g41
n58,g77,g74
n36,g22,g46
n42,g42,g26
n61,g64,g70
n3,g60,g72
n29,g50,g27
n47,g90,g9
n49,g53,g34
n52,g11,g33
n59,g46,g5
n57,g22,g19
n66,g32,g48
n37,g89,g68
n13,g1,g12
n40,g30,g12
n19,g20,g48
n46,g15,g14
n7,g8,g37
n15,g0,g53
n48,g22,g8
n41,g47,g73
n76,g21,g50
n64,g56,g69
n56,g87,g54
n2,g83,g34
n1,g48,g39
