n70,g72,g91
n65,g73,g14
n6,g86,g54
n35,g0,g20
n4,g88,g94
n32,g68,g32
n72,g49,g53
n74,g7,g84
n26,g65,g33
n21,g19,g48
n60,g79,g68
n20,g38,g72
n73,g61,g11
n51,g91,g22
n69,g21,g4
n71,g64,g27
n28,g9,g7
n14,g47,g0
n45,g97,g25
n39,g26,g32
n5,g65,g77
n23,g4,g0
n24,g99,g97
n54,g43,g71
n16,g11,g37
n17,g82,g53
n18,g94,g11
n63,g23,g98
n9,g23,g3
n25,g83,g17
n30,g10,g36
n31,g53,g41
n10,g99,g12
n43,g62,g81
n68,g48,g40
n34,g36,g44
n8,g59,g28
n53,g49,g59
n55,g36,g87
n38,g17,g39
n33,g85,g12
n62,g66,g30
n11,g81,g27
n27,g79,g5
n50,g67,g85
n44,g81,g28
n12,g50,g90
n67,g36,g49
n0,g15,g73
n22,g75,g12
n58,g39,g62
n36,g96,g12
n42,g61,g38
n61,g45,g46
n3,g1,g68
n29,g15,g89
n47,g45,g82
n49,g92,g69
n52,g39,g96
n59,g69,g4
n57,g42,g1
n66,g5,g26
n37,g6,g7
n13,g48,g6
n40,g56,g43
n19,g40,g58
n46,g50,g71
n7,g55,g8
n15,g15,g97
n48,g91,g27
n41,g99,g26
n64,g36,g50
n56,g71,g59
n2,g81,g96
n1,g62,g8
