n70,g78,g65
n65,g5,g50
n6,g19,g5
n35,g93,g89
n4,g52,g29
n32,g74,g22
n72,g32,g14
n74,g84,g95
n26,g17,g37
n21,g21,g52
n60,g13,g75
n20,g24,g9
n73,g72,g60
n51,g43,g18
n69,g57,g98
n71,g79,g58
n28,g1,g10
n14,g83,g47
n45,g89,g54
n39,g23,g95
n5,g8,g97
n23,g76,g45
n24,g87,g50
n54,g57,g71
n16,g31,g44
n17,g41,g47
n18,g46,g19
n63,g73,g94
n9,g61,g70
n25,g23,g52
n30,g33,g27
n31,g24,g28
n10,g22,g98
n43,g26,g95
n68,g58,g39
n34,g56,g68
n8,g2,g64
n53,g75,g31
n55,g24,g67
n38,g52,g53
n33,g9,g84
n62,g96,g50
n11,g50,g79
n27,g20,g44
n50,g15,g0
n44,g0,g97
n12,g87,g48
n67,g33,g49
n0,g83,g8
n22,g94,g70
n58,g62,g71
n36,g15,g80
n42,g93,g75
n61,g5,g64
n3,g35,g72
n29,g14,g57
n47,g95,g21
n49,g93,g25
n52,g38,g23
n59,g90,g18
n57,g85,g46
n66,g77,g15
n37,g31,g88
n13,g65,g86
n40,g48,g92
n19,g55,g94
n46,g55,g43
n7,g23,g35
n15,g49,g24
n48,g14,g80
n41,g67,g51
n64,g92,g49
n56,g70,g83
n2,g13,g51
n1,g48,g25
