n70,g3,g97
n65,g63,g54
n6,g28,g20
n35,g59,g92
n4,g24,g96
n32,g97,g48
n72,g62,g74
n74,g32,g82
n26,g45,g61
n21,g70,g13
n60,g75,g22
n20,g67,g63
n73,g87,g13
n51,g7,g19
n69,g71,g55
n71,g40,g62
n28,g36,g77
n14,g16,g53
n45,g20,g60
n39,g65,g15
n5,g96,g18
n23,g64,g93
n24,g41,g11
n54,g57,g46
n16,g77,g27
n17,g39,g46
n18,g59,g16
n63,g37,g34
n9,g41,g84
n25,g21,g72
n30,g51,g13
n31,g38,g40
n10,g59,g32
n43,g63,g19
n68,g45,g32
n34,g23,g53
n8,g61,g8
n53,g25,g96
n55,g21,g85
n38,g11,g94
n33,g30,g9
n62,g8,g16
n11,g94,g91
n27,g54,g71
n50,g24,g20
n44,g73,g36
n12,g24,g66
n67,g68,g99
n0,g13,g53
n22,g53,g85
n58,g21,g38
n36,g11,g7
n42,g9,g68
n61,g1,g15
n3,g30,g98
n29,g57,g80
n47,g43,g79
n49,g88,g20
n52,g98,g17
n59,g95,g55
n57,g84,g42
n66,g56,g46
n37,g34,g9
n13,g62,g26
n40,g73,g26
n19,g2,g42
n46,g7,g4
n7,g29,g30
n15,g24,g48
n48,g37,g19
n41,g40,g34
n64,g77,g4
n56,g7,g13
n2,g28,g88
n1,g81,g1
