n70,g68,g51
n65,g39,g79
n6,g9,g29
n35,g65,g3
n4,g4,g77
n32,g24,g16
n26,g32,g70
n21,g59,g54
n60,g51,g94
n20,g14,g3
n51,g83,g43
n69,g88,g40
n28,g49,g62
n14,g4,g46
n45,g55,g54
n39,g80,g41
n5,g75,g64
n23,g43,g3
n24,g43,g27
n54,g98,g85
n16,g91,g43
n17,g18,g34
n18,g6,g10
n63,g30,g0
n9,g6,g26
n25,g99,g71
n30,g58,g11
n31,g3,g12
n10,g76,g15
n43,g82,g91
n68,g9,g41
n34,g77,g95
n8,g62,g65
n53,g53,g40
n55,g4,g73
n38,g93,g25
n33,g92,g50
n62,g19,g90
n11,g12,g83
n27,g49,g33
n50,g53,g72
n44,g88,g74
n12,g25,g65
n67,g64,g14
n0,g14,g44
n22,g94,g11
n58,g3,g7
n36,g88,g92
n42,g51,g24
n61,g0,g50
n3,g72,g87
n29,g39,g47
n47,g70,g90
n49,g7,g68
n52,g16,g62
n59,g77,g74
n57,g18,g0
n66,g50,g75
n37,g76,g39
n13,g6,g40
n40,g56,g92
n19,g40,g70
n46,g96,g25
n7,g9,g83
n15,g57,g90
n48,g39,g71
n41,g66,g25
n64,g52,g6
n56,g91,g37
n2,g55,g24
n1,g56,g98
