n70,g63,g88
n65,g90,g9
n6,g56,g68
n35,g25,g91
n4,g5,g61
n32,g86,g94
n26,g52,g97
n21,g64,g58
n60,g1,g6
n20,g34,g94
n51,g12,g66
n69,g66,g6
n28,g79,g92
n14,g6,g42
n45,g2,g22
n39,g65,g75
n5,g65,g11
n23,g37,g66
n24,g17,g75
n54,g23,g47
n16,g76,g84
n17,g10,g87
n18,g36,g4
n63,g38,g87
n9,g21,g86
n25,g44,g82
n30,g16,g9
n31,g19,g38
n10,g48,g39
n43,g97,g82
n68,g58,g35
n34,g97,g70
n8,g82,g25
n53,g40,g91
n55,g95,g33
n38,g99,g6
n33,g83,g1
n62,g56,g83
n11,g77,g13
n27,g52,g92
n50,g2,g86
n44,g12,g3
n12,g97,g15
n67,g72,g71
n0,g19,g14
n22,g60,g19
n58,g71,g77
n36,g55,g90
n42,g62,g48
n61,g3,g19
n3,g23,g20
n29,g35,g37
n47,g93,g38
n49,g52,g1
n52,g68,g5
n59,g52,g9
n57,g50,g89
n66,g99,g83
n37,g88,g41
n13,g66,g31
n40,g91,g80
n19,g24,g60
n46,g25,g31
n7,g36,g49
n15,g52,g58
n48,g1,g26
n41,g84,g17
n64,g45,g93
n56,g41,g30
n2,g4,g64
n1,g2,g40
