n70,g12,g94
n65,g51,g64
n6,g14,g38
n35,g70,g72
n4,g23,g50
n32,g90,g42
n72,g74,g47
n83,g30,g81
n74,g33,g49
n84,g49,g92
n26,g75,g36
n21,g94,g24
n60,g90,g31
n20,g66,g71
n73,g0,g76
n51,g93,g6
n69,g31,g17
n71,g15,g76
n28,g22,g18
n77,g67,g73
n14,g41,g15
n45,g23,g29
n39,g92,g19
n5,g17,g54
n23,g37,g61
n24,g94,g77
n54,g17,g90
n16,g86,g92
n82,g58,g9
n17,g1,g77
n18,g25,g81
n63,g72,g56
n9,g64,g88
n25,g24,g22
n30,g38,g99
n31,g22,g45
n10,g64,g26
n43,g93,g41
n68,g2,g0
n34,g85,g45
n8,g87,g54
n79,g38,g72
n53,g69,g86
n55,g8,g97
n38,g6,g48
n33,g22,g73
n62,g83,g45
n11,g29,g24
n27,g65,g22
n50,g8,g61
n44,g10,g21
n12,g33,g79
n67,g77,g72
n75,g46,g93
n80,g97,g17
n0,g35,g80
n22,g47,g18
n81,g84,g16
n58,g29,g38
n36,g27,g52
n42,g50,g34
n61,g21,g88
n78,g1,g52
n3,g5,g57
n29,g7,g91
n47,g88,g45
n49,g47,g67
n52,g67,g89
n59,g98,g53
n57,g9,g77
n66,g38,g31
n37,g96,g53
n13,g18,g34
n40,g19,g27
n19,g96,g72
n46,g59,g4
n7,g83,g63
n15,g58,g54
n48,g52,g47
n41,g11,g34
n76,g7,g17
n64,g97,g50
n56,g43,g44
n2,g26,g44
n1,g20,g40
