n70,g81,g15
n6,g26,g56
n4,g53,g96
n22,g19,g13
n21,g12,g66
n60,g6,g20
n79,g50,g70
n74,g75,g90
n69,g80,g32
n28,g56,g96
n14,g32,g20
n45,g14,g59
n5,g11,g77
n23,g23,g6
n24,g75,g70
n17,g62,g9
n54,g14,g56
n77,g58,g82
n63,g76,g37
n9,g76,g21
n25,g8,g86
n10,g79,g36
n68,g66,g78
n34,g16,g26
n72,g43,g18
n73,g68,g53
n55,g52,g70
n44,g39,g97
n16,g8,g98
n80,g38,g85
n81,g11,g0
n75,g53,g95
n66,g51,g28
n47,g12,g45
n52,g65,g21
n59,g83,g53
n57,g83,g40
n71,g65,g48
n37,g98,g23
n31,g71,g32
n19,g6,g99
n46,g45,g63
n65,g28,g44
n85,g6,g95
n1,g41,g38
n84,g25,g28
n32,g35,g99
n26,g92,g65
n20,g31,g95
n53,g41,g91
n56,g30,g36
n76,g46,g27
n38,g26,g27
n13,g13,g36
n67,g96,g4
n41,g11,g44
n18,g41,g67
n11,g94,g55
n30,g54,g80
n35,g77,g5
n8,g61,g88
n83,g51,g73
n39,g79,g26
n33,g99,g5
n27,g50,g90
n50,g90,g54
n12,g69,g52
n82,g77,g74
n0,g70,g12
n43,g99,g23
n58,g24,g66
n36,g90,g20
n42,g63,g9
n61,g38,g70
n78,g43,g68
n3,g14,g43
n29,g49,g47
n49,g92,g46
n62,g72,g8
n40,g27,g92
n51,g76,g32
n7,g6,g44
n15,g63,g60
n48,g99,g3
n64,g21,g73
n2,g17,g59
