n70,g51,g48
n6,g44,g16
n4,g75,g31
n22,g18,g87
n21,g84,g75
n60,g63,g2
n79,g25,g74
n74,g86,g23
n69,g12,g76
n28,g72,g49
n14,g34,g71
n45,g87,g64
n5,g52,g82
n23,g62,g64
n24,g69,g43
n17,g33,g76
n54,g93,g64
n77,g90,g29
n63,g19,g11
n9,g46,g24
n25,g97,g34
n10,g12,g60
n68,g83,g17
n34,g70,g84
n72,g44,g91
n73,g12,g15
n55,g25,g55
n44,g97,g98
n16,g92,g17
n80,g19,g2
n81,g1,g25
n75,g11,g16
n66,g17,g32
n47,g97,g82
n52,g34,g83
n59,g13,g38
n57,g6,g68
n71,g41,g57
n37,g71,g94
n31,g15,g3
n19,g12,g77
n46,g89,g87
n65,g52,g74
n85,g3,g56
n1,g94,g87
n84,g60,g67
n32,g89,g27
n26,g52,g90
n20,g55,g96
n53,g21,g41
n56,g20,g40
n76,g35,g82
n38,g88,g34
n13,g65,g33
n67,g39,g59
n41,g83,g80
n18,g71,g55
n11,g64,g33
n30,g65,g83
n35,g23,g74
n8,g56,g49
n83,g48,g78
n39,g17,g42
n33,g45,g9
n27,g21,g39
n50,g53,g1
n12,g36,g60
n82,g58,g65
n0,g18,g55
n43,g2,g7
n58,g84,g26
n36,g64,g86
n42,g92,g29
n61,g43,g23
n78,g39,g5
n3,g98,g72
n29,g90,g68
n49,g12,g14
n62,g80,g46
n40,g9,g80
n51,g71,g70
n7,g10,g46
n15,g16,g75
n48,g53,g5
n64,g33,g14
n2,g54,g42
