n70,g43,g40
n65,g33,g28
n6,g88,g73
n35,g78,g72
n4,g64,g27
n32,g12,g17
n72,g44,g65
n74,g20,g99
n26,g78,g74
n21,g78,g37
n60,g99,g94
n20,g26,g42
n73,g61,g53
n51,g97,g66
n69,g25,g66
n71,g20,g48
n28,g98,g79
n77,g8,g59
n14,g19,g36
n45,g38,g51
n39,g54,g76
n5,g16,g18
n23,g81,g23
n24,g28,g95
n54,g32,g21
n16,g89,g12
n82,g1,g93
n17,g95,g36
n18,g70,g99
n63,g73,g58
n9,g51,g37
n25,g41,g24
n30,g53,g20
n31,g87,g62
n10,g73,g54
n43,g60,g41
n68,g36,g97
n34,g41,g96
n8,g27,g6
n79,g52,g0
n53,g15,g33
n55,g58,g37
n38,g0,g77
n33,g41,g63
n62,g19,g4
n11,g80,g46
n27,g48,g35
n50,g71,g93
n44,g67,g93
n12,g10,g58
n67,g72,g86
n75,g32,g4
n80,g84,g15
n0,g61,g3
n22,g68,g4
n81,g71,g41
n58,g98,g46
n36,g9,g70
n42,g11,g14
n61,g70,g22
n78,g14,g86
n3,g16,g27
n29,g8,g4
n47,g47,g53
n49,g39,g59
n52,g15,g8
n59,g68,g15
n57,g98,g16
n66,g33,g24
n37,g97,g47
n13,g67,g51
n40,g57,g2
n19,g66,g48
n46,g56,g22
n7,g85,g52
n15,g99,g91
n48,g27,g84
n41,g38,g18
n76,g26,g54
n64,g26,g92
n56,g34,g88
n2,g96,g88
n1,g38,g76
