n70,g80,g86
n65,g77,g4
n6,g72,g45
n35,g10,g36
n4,g39,g55
n32,g49,g18
n72,g87,g56
n74,g20,g96
n26,g90,g6
n21,g42,g14
n60,g55,g94
n20,g73,g94
n73,g15,g12
n51,g66,g7
n69,g83,g17
n71,g84,g75
n28,g52,g2
n77,g69,g50
n14,g34,g50
n45,g62,g73
n39,g48,g69
n5,g57,g30
n23,g92,g57
n24,g81,g26
n54,g72,g70
n16,g93,g79
n82,g96,g99
n17,g56,g8
n18,g14,g74
n63,g91,g58
n9,g96,g19
n25,g93,g89
n30,g47,g11
n31,g59,g30
n10,g17,g65
n43,g4,g19
n68,g95,g66
n34,g43,g77
n8,g57,g45
n79,g24,g16
n53,g53,g49
n55,g27,g20
n38,g74,g97
n33,g83,g45
n62,g64,g50
n11,g9,g13
n27,g32,g4
n50,g45,g37
n44,g0,g91
n12,g21,g99
n67,g0,g74
n75,g36,g25
n80,g93,g39
n0,g77,g28
n22,g7,g22
n81,g54,g16
n58,g56,g17
n36,g55,g33
n42,g93,g46
n61,g97,g54
n78,g50,g8
n3,g98,g37
n29,g75,g66
n47,g33,g16
n49,g32,g50
n52,g14,g66
n59,g75,g57
n57,g1,g88
n66,g4,g65
n37,g11,g57
n13,g92,g56
n40,g4,g87
n19,g85,g15
n46,g1,g39
n7,g68,g70
n15,g63,g73
n48,g12,g90
n41,g32,g47
n76,g43,g25
n64,g29,g34
n56,g75,g29
n2,g27,g36
n1,g9,g76
