n70,g88,g19
n6,g86,g62
n4,g74,g83
n22,g99,g10
n21,g6,g36
n60,g74,g54
n79,g8,g81
n74,g82,g63
n69,g36,g42
n28,g21,g89
n14,g73,g86
n45,g4,g22
n5,g61,g8
n23,g45,g89
n24,g90,g3
n17,g70,g7
n54,g70,g40
n77,g61,g24
n63,g52,g78
n9,g18,g26
n25,g31,g54
n10,g72,g21
n68,g7,g93
n34,g81,g77
n72,g44,g82
n73,g15,g23
n55,g60,g87
n44,g21,g31
n16,g46,g26
n80,g57,g42
n81,g70,g10
n75,g93,g45
n66,g73,g8
n47,g5,g99
n52,g90,g55
n59,g23,g50
n57,g93,g62
n71,g30,g49
n37,g85,g59
n31,g99,g22
n19,g64,g65
n46,g96,g62
n65,g36,g1
n85,g82,g15
n1,g38,g33
n84,g76,g92
n32,g0,g27
n26,g25,g91
n20,g27,g73
n53,g60,g3
n56,g70,g58
n76,g29,g4
n38,g69,g53
n13,g98,g51
n67,g36,g44
n41,g34,g80
n18,g14,g63
n11,g62,g38
n30,g2,g53
n35,g7,g31
n8,g80,g32
n83,g79,g85
n39,g60,g54
n33,g68,g33
n27,g9,g17
n50,g94,g14
n12,g84,g26
n82,g27,g67
n0,g51,g31
n43,g20,g86
n58,g55,g66
n36,g62,g94
n42,g50,g37
n61,g65,g36
n78,g25,g79
n3,g48,g45
n29,g33,g80
n49,g50,g76
n86,g44,g5
n62,g43,g81
n40,g89,g9
n51,g59,g35
n7,g33,g56
n15,g79,g14
n48,g52,g44
n64,g25,g75
n2,g54,g14
