n70,g45,g3
n6,g27,g30
n4,g76,g95
n22,g61,g53
n21,g25,g98
n60,g18,g90
n79,g5,g85
n74,g66,g6
n69,g77,g19
n28,g43,g9
n14,g84,g33
n45,g56,g73
n5,g40,g87
n23,g33,g39
n24,g29,g38
n17,g19,g63
n54,g85,g22
n77,g90,g59
n63,g38,g66
n9,g86,g21
n25,g50,g92
n10,g52,g55
n68,g23,g37
n34,g88,g20
n72,g52,g32
n73,g81,g98
n55,g99,g73
n44,g36,g34
n16,g92,g91
n80,g11,g44
n81,g40,g78
n75,g80,g72
n66,g24,g8
n47,g67,g37
n52,g67,g33
n59,g86,g4
n57,g20,g80
n71,g49,g40
n37,g36,g40
n31,g27,g43
n19,g32,g11
n46,g10,g67
n65,g65,g35
n85,g28,g43
n1,g7,g22
n84,g94,g81
n32,g88,g21
n26,g93,g65
n20,g56,g47
n53,g73,g61
n56,g96,g74
n76,g94,g80
n38,g29,g60
n13,g11,g1
n67,g57,g12
n41,g90,g98
n18,g0,g59
n11,g83,g42
n30,g19,g52
n35,g97,g43
n8,g23,g27
n83,g79,g85
n39,g98,g26
n33,g67,g75
n27,g75,g21
n50,g10,g32
n12,g42,g95
n82,g17,g26
n0,g25,g1
n43,g75,g90
n58,g57,g33
n36,g77,g55
n42,g3,g53
n61,g28,g48
n78,g10,g2
n3,g87,g42
n29,g61,g85
n49,g50,g13
n86,g24,g23
n62,g3,g81
n40,g13,g31
n51,g8,g57
n7,g82,g23
n15,g10,g70
n48,g52,g78
n64,g47,g32
n2,g88,g44
