n70,g54,g12
n65,g68,g29
n6,g84,g13
n35,g50,g58
n4,g14,g77
n32,g69,g61
n72,g97,g94
n74,g20,g26
n26,g52,g67
n21,g23,g26
n60,g52,g27
n20,g57,g8
n73,g34,g5
n51,g67,g39
n69,g67,g26
n71,g66,g21
n28,g44,g73
n14,g58,g41
n45,g87,g50
n39,g62,g64
n5,g9,g95
n23,g34,g18
n24,g11,g84
n54,g46,g48
n16,g76,g37
n17,g93,g73
n18,g81,g50
n63,g19,g2
n9,g48,g65
n25,g15,g63
n30,g58,g55
n31,g79,g49
n10,g37,g86
n43,g31,g60
n68,g64,g92
n34,g83,g75
n8,g59,g38
n53,g55,g16
n55,g2,g24
n38,g51,g93
n33,g19,g23
n62,g85,g95
n11,g30,g5
n27,g93,g41
n50,g45,g75
n44,g18,g31
n12,g24,g82
n67,g70,g28
n75,g45,g78
n0,g46,g15
n22,g92,g3
n58,g13,g92
n36,g0,g9
n42,g49,g56
n61,g96,g21
n3,g58,g89
n29,g50,g68
n47,g99,g91
n49,g65,g90
n52,g37,g43
n59,g99,g20
n57,g19,g92
n66,g78,g3
n37,g78,g27
n13,g68,g94
n40,g67,g20
n19,g51,g35
n46,g32,g89
n7,g43,g90
n15,g9,g66
n48,g36,g27
n41,g10,g36
n76,g39,g14
n64,g57,g43
n56,g31,g61
n2,g20,g65
n1,g64,g10
