n70,g63,g60
n65,g64,g28
n6,g32,g90
n35,g15,g90
n4,g82,g11
n32,g98,g73
n72,g93,g89
n74,g61,g29
n26,g2,g19
n21,g70,g83
n60,g62,g72
n20,g69,g64
n73,g68,g71
n51,g40,g13
n69,g71,g70
n71,g10,g46
n28,g15,g34
n14,g18,g65
n45,g16,g59
n39,g47,g49
n5,g73,g67
n23,g96,g72
n24,g59,g31
n54,g20,g12
n16,g69,g80
n17,g55,g56
n18,g41,g30
n63,g84,g26
n9,g2,g63
n25,g6,g26
n30,g95,g40
n31,g18,g80
n10,g76,g31
n43,g14,g35
n68,g0,g20
n34,g34,g8
n8,g21,g43
n53,g45,g39
n55,g2,g15
n38,g98,g15
n33,g89,g12
n62,g77,g0
n11,g3,g65
n27,g40,g44
n50,g62,g61
n44,g27,g5
n12,g61,g42
n67,g24,g87
n75,g18,g25
n0,g72,g83
n22,g58,g68
n58,g77,g51
n36,g29,g34
n42,g55,g0
n61,g65,g25
n3,g6,g16
n29,g7,g28
n47,g7,g84
n49,g80,g44
n52,g85,g52
n59,g14,g66
n57,g1,g77
n66,g59,g22
n37,g35,g66
n13,g23,g86
n40,g98,g20
n19,g1,g18
n46,g79,g9
n7,g1,g19
n15,g0,g92
n48,g56,g41
n41,g56,g71
n76,g32,g29
n64,g53,g57
n56,g47,g36
n2,g7,g99
n1,g90,g86
