n70,g50,g86
n65,g6,g59
n6,g77,g34
n35,g78,g54
n4,g47,g79
n32,g37,g58
n72,g9,g1
n74,g4,g92
n26,g52,g72
n21,g2,g49
n60,g2,g77
n20,g17,g18
n73,g60,g14
n51,g1,g48
n69,g76,g92
n71,g97,g8
n28,g5,g16
n14,g89,g73
n45,g41,g13
n39,g83,g58
n5,g46,g43
n23,g90,g44
n24,g68,g78
n54,g73,g77
n16,g38,g10
n17,g2,g67
n18,g53,g19
n63,g38,g67
n9,g90,g56
n25,g82,g8
n30,g12,g7
n31,g20,g3
n10,g71,g3
n43,g76,g42
n68,g5,g47
n34,g22,g72
n8,g12,g35
n53,g80,g33
n55,g62,g59
n38,g71,g69
n33,g42,g14
n62,g57,g9
n11,g96,g0
n27,g74,g75
n50,g51,g70
n44,g30,g84
n12,g0,g19
n67,g79,g51
n75,g97,g46
n0,g23,g31
n22,g67,g81
n58,g59,g29
n36,g93,g38
n42,g20,g82
n61,g67,g95
n3,g32,g71
n29,g40,g32
n47,g30,g99
n49,g63,g75
n52,g58,g40
n59,g65,g82
n57,g94,g26
n66,g19,g13
n37,g52,g49
n13,g83,g26
n40,g6,g39
n19,g37,g15
n46,g36,g4
n7,g27,g85
n15,g93,g54
n48,g93,g70
n41,g21,g3
n76,g52,g94
n64,g22,g46
n56,g45,g36
n2,g42,g98
n1,g0,g67
