n70,g24,g96
n65,g51,g95
n6,g25,g59
n35,g15,g42
n4,g15,g60
n32,g9,g90
n72,g91,g64
n74,g2,g7
n26,g47,g23
n21,g11,g59
n60,g50,g87
n20,g59,g92
n73,g59,g79
n51,g12,g92
n69,g5,g80
n71,g3,g45
n28,g93,g23
n77,g16,g46
n14,g21,g27
n45,g27,g71
n39,g25,g21
n5,g72,g54
n23,g92,g95
n24,g16,g52
n54,g59,g56
n16,g52,g35
n17,g84,g51
n18,g37,g70
n63,g27,g55
n9,g25,g2
n25,g89,g55
n30,g76,g27
n31,g10,g91
n10,g64,g33
n43,g92,g78
n68,g67,g84
n34,g25,g7
n8,g37,g24
n79,g96,g87
n53,g41,g66
n55,g43,g33
n38,g60,g5
n33,g54,g20
n62,g95,g22
n11,g62,g3
n27,g89,g62
n50,g92,g61
n44,g35,g56
n12,g74,g19
n67,g19,g37
n75,g70,g63
n80,g20,g95
n0,g13,g86
n22,g75,g78
n58,g85,g74
n36,g76,g83
n42,g75,g6
n61,g94,g54
n78,g95,g49
n3,g1,g99
n29,g25,g65
n47,g52,g15
n49,g22,g56
n52,g60,g42
n59,g86,g37
n57,g16,g31
n66,g85,g80
n37,g64,g71
n13,g31,g44
n40,g38,g49
n19,g38,g1
n46,g54,g14
n7,g94,g72
n15,g48,g76
n48,g39,g75
n41,g48,g35
n76,g8,g36
n64,g71,g94
n56,g68,g50
n2,g98,g35
n1,g38,g24
