n70,g62,g93
n65,g12,g95
n6,g22,g16
n35,g64,g23
n4,g7,g87
n32,g93,g76
n72,g82,g59
n74,g57,g43
n26,g24,g37
n21,g72,g56
n60,g22,g19
n20,g6,g66
n73,g85,g33
n51,g11,g29
n69,g2,g86
n71,g72,g90
n28,g71,g3
n77,g17,g82
n14,g63,g79
n45,g16,g87
n39,g73,g33
n5,g97,g26
n23,g77,g40
n24,g19,g46
n54,g55,g34
n16,g99,g75
n17,g81,g65
n18,g17,g10
n63,g22,g62
n9,g83,g21
n25,g82,g71
n30,g82,g69
n31,g3,g70
n10,g85,g43
n43,g36,g97
n68,g83,g77
n34,g1,g4
n8,g18,g98
n79,g65,g63
n53,g89,g74
n55,g42,g98
n38,g92,g0
n33,g14,g32
n62,g28,g83
n11,g47,g49
n27,g85,g63
n50,g10,g11
n44,g56,g87
n12,g4,g59
n67,g32,g75
n75,g74,g83
n80,g36,g3
n0,g3,g88
n22,g59,g96
n58,g93,g29
n36,g11,g26
n42,g42,g37
n61,g0,g76
n78,g57,g66
n3,g34,g4
n29,g92,g18
n47,g75,g74
n49,g83,g9
n52,g65,g62
n59,g63,g0
n57,g22,g82
n66,g9,g32
n37,g94,g37
n13,g39,g72
n40,g13,g37
n19,g49,g50
n46,g81,g87
n7,g75,g20
n15,g30,g64
n48,g64,g13
n41,g56,g50
n76,g16,g20
n64,g8,g53
n56,g6,g19
n2,g52,g74
n1,g80,g51
