n70,g15,g31
n65,g50,g67
n6,g28,g37
n35,g3,g57
n4,g38,g65
n32,g81,g35
n72,g91,g55
n74,g95,g69
n26,g90,g61
n21,g25,g41
n60,g67,g60
n20,g90,g91
n73,g5,g15
n51,g29,g58
n69,g0,g45
n71,g88,g17
n28,g76,g42
n77,g78,g46
n14,g99,g26
n45,g40,g76
n39,g60,g6
n5,g91,g64
n23,g63,g33
n24,g30,g14
n54,g91,g18
n16,g1,g94
n17,g82,g54
n18,g56,g52
n63,g4,g51
n9,g95,g73
n25,g78,g96
n30,g94,g20
n31,g30,g87
n10,g68,g4
n43,g7,g36
n68,g75,g13
n34,g96,g7
n8,g9,g85
n53,g92,g12
n55,g17,g23
n38,g67,g56
n33,g88,g13
n62,g43,g61
n11,g13,g35
n27,g12,g36
n50,g81,g11
n44,g0,g96
n12,g56,g4
n67,g42,g28
n75,g17,g44
n0,g30,g98
n22,g4,g70
n58,g59,g99
n36,g18,g43
n42,g29,g0
n61,g41,g39
n3,g16,g25
n29,g9,g7
n47,g13,g19
n49,g57,g23
n52,g68,g89
n59,g9,g0
n57,g32,g38
n66,g81,g17
n37,g95,g32
n13,g99,g67
n40,g52,g48
n19,g14,g8
n46,g83,g33
n7,g83,g41
n15,g11,g24
n48,g2,g3
n41,g84,g62
n76,g21,g90
n64,g35,g49
n56,g25,g3
n2,g66,g77
n1,g71,g5
