n70,g19,g78
n65,g95,g46
n6,g72,g17
n35,g4,g29
n4,g43,g55
n32,g10,g25
n72,g77,g80
n74,g14,g6
n26,g56,g81
n21,g97,g90
n60,g97,g98
n20,g20,g19
n73,g58,g49
n51,g64,g95
n69,g86,g15
n71,g49,g48
n28,g30,g46
n77,g5,g19
n14,g53,g20
n45,g96,g23
n39,g65,g73
n5,g82,g65
n23,g24,g7
n24,g50,g14
n54,g73,g62
n16,g97,g48
n17,g4,g2
n18,g9,g51
n63,g62,g10
n9,g42,g23
n25,g18,g99
n30,g24,g81
n31,g68,g7
n10,g42,g36
n43,g27,g11
n68,g30,g38
n34,g78,g3
n8,g75,g79
n53,g30,g98
n55,g74,g87
n38,g35,g7
n33,g29,g49
n62,g73,g38
n11,g62,g95
n27,g31,g45
n50,g9,g79
n44,g0,g79
n12,g39,g57
n67,g55,g90
n75,g79,g25
n0,g84,g81
n22,g8,g65
n58,g98,g17
n36,g88,g85
n42,g54,g65
n61,g78,g28
n3,g96,g67
n29,g25,g81
n47,g34,g81
n49,g10,g12
n52,g21,g13
n59,g25,g40
n57,g60,g5
n66,g42,g5
n37,g87,g56
n13,g26,g95
n40,g48,g43
n19,g51,g74
n46,g89,g24
n7,g83,g14
n15,g24,g71
n48,g5,g26
n41,g22,g50
n76,g30,g44
n64,g27,g6
n56,g94,g47
n2,g61,g22
n1,g64,g13
