n70,g34,g43
n65,g3,g90
n6,g16,g0
n35,g55,g98
n4,g19,g23
n32,g4,g16
n72,g83,g27
n83,g94,g82
n74,g85,g31
n84,g14,g3
n26,g22,g35
n21,g46,g52
n60,g56,g81
n20,g52,g50
n73,g78,g65
n51,g99,g44
n69,g23,g71
n71,g58,g39
n28,g45,g8
n77,g51,g75
n14,g31,g43
n45,g14,g90
n39,g78,g36
n5,g76,g73
n23,g99,g26
n24,g76,g3
n54,g53,g45
n16,g11,g82
n82,g83,g53
n17,g28,g7
n18,g33,g65
n63,g87,g20
n9,g59,g3
n25,g69,g76
n30,g19,g38
n31,g51,g78
n10,g71,g60
n43,g27,g40
n68,g94,g92
n34,g61,g41
n8,g42,g93
n79,g47,g19
n53,g12,g66
n55,g83,g52
n38,g46,g70
n33,g32,g15
n62,g30,g91
n11,g14,g80
n27,g61,g83
n50,g20,g51
n44,g96,g2
n12,g57,g90
n67,g13,g88
n75,g22,g17
n80,g0,g83
n0,g82,g47
n22,g2,g99
n81,g12,g18
n58,g56,g29
n36,g58,g69
n42,g12,g79
n61,g97,g6
n78,g63,g50
n3,g86,g7
n29,g9,g76
n47,g67,g79
n49,g99,g53
n52,g3,g65
n59,g1,g45
n57,g24,g5
n66,g89,g6
n37,g90,g36
n13,g40,g76
n40,g91,g54
n19,g20,g23
n46,g41,g86
n7,g68,g88
n15,g43,g67
n48,g58,g81
n41,g13,g9
n76,g95,g5
n64,g68,g50
n56,g6,g48
n2,g93,g19
n1,g25,g82
