n70,g75,g38
n65,g15,g64
n6,g55,g21
n35,g56,g85
n4,g97,g85
n32,g40,g6
n26,g92,g97
n21,g47,g15
n60,g56,g89
n20,g22,g27
n51,g91,g92
n69,g45,g46
n71,g79,g67
n28,g78,g25
n14,g57,g61
n45,g82,g16
n39,g91,g6
n5,g53,g8
n23,g97,g28
n24,g44,g25
n54,g7,g0
n16,g82,g65
n17,g48,g21
n18,g44,g17
n63,g46,g41
n9,g15,g99
n25,g62,g19
n30,g29,g85
n31,g78,g14
n10,g45,g88
n43,g66,g29
n68,g93,g68
n34,g96,g69
n8,g33,g83
n53,g20,g31
n55,g18,g26
n38,g63,g1
n33,g77,g80
n62,g18,g95
n11,g11,g5
n27,g40,g1
n50,g8,g93
n44,g78,g95
n12,g21,g22
n67,g52,g18
n0,g41,g59
n22,g6,g80
n58,g78,g74
n36,g2,g50
n42,g47,g75
n61,g98,g60
n3,g79,g26
n29,g74,g28
n47,g34,g20
n49,g4,g2
n52,g72,g19
n59,g55,g63
n57,g39,g15
n66,g62,g42
n37,g5,g79
n13,g15,g87
n40,g54,g9
n19,g84,g33
n46,g19,g17
n7,g64,g58
n15,g51,g73
n48,g10,g64
n41,g14,g63
n64,g39,g50
n56,g82,g81
n2,g47,g46
n1,g25,g89
