n70,g86,g21
n65,g28,g27
n6,g0,g13
n35,g1,g20
n4,g87,g55
n32,g51,g81
n26,g69,g10
n21,g96,g66
n60,g78,g26
n20,g84,g52
n51,g88,g34
n69,g30,g52
n71,g61,g86
n28,g74,g58
n14,g17,g28
n45,g33,g22
n39,g77,g62
n5,g83,g71
n23,g23,g76
n24,g96,g74
n54,g36,g90
n16,g54,g89
n17,g25,g60
n18,g9,g22
n63,g11,g77
n9,g95,g36
n25,g73,g91
n30,g58,g4
n31,g41,g56
n10,g29,g56
n43,g6,g53
n68,g88,g5
n34,g6,g75
n8,g81,g46
n53,g45,g18
n55,g54,g42
n38,g6,g46
n33,g30,g79
n62,g39,g70
n11,g4,g53
n27,g99,g58
n50,g38,g23
n44,g34,g31
n12,g44,g62
n67,g15,g65
n0,g84,g27
n22,g33,g11
n58,g27,g53
n36,g48,g42
n42,g24,g70
n61,g64,g41
n3,g44,g2
n29,g40,g71
n47,g18,g40
n49,g30,g85
n52,g63,g86
n59,g21,g19
n57,g70,g10
n66,g73,g81
n37,g23,g4
n13,g76,g64
n40,g92,g53
n19,g17,g9
n46,g20,g94
n7,g90,g18
n15,g19,g42
n48,g45,g91
n41,g55,g90
n64,g89,g16
n56,g20,g26
n2,g93,g33
n1,g31,g2
