n70,g5,g68
n65,g14,g63
n6,g52,g91
n35,g50,g16
n4,g18,g56
n32,g74,g43
n26,g77,g16
n21,g79,g76
n60,g36,g4
n20,g43,g30
n51,g52,g96
n69,g65,g83
n71,g21,g22
n28,g63,g23
n14,g64,g96
n45,g47,g16
n39,g56,g84
n5,g67,g84
n23,g99,g92
n24,g30,g29
n54,g51,g50
n16,g80,g78
n17,g95,g43
n18,g0,g93
n63,g46,g88
n9,g98,g46
n25,g16,g62
n30,g30,g69
n31,g52,g16
n10,g68,g76
n43,g31,g0
n68,g46,g89
n34,g70,g71
n8,g33,g82
n53,g61,g33
n55,g7,g92
n38,g4,g88
n33,g29,g66
n62,g91,g60
n11,g36,g18
n27,g44,g27
n50,g60,g83
n44,g29,g10
n12,g81,g79
n67,g99,g48
n0,g90,g49
n22,g93,g11
n58,g90,g23
n36,g88,g35
n42,g22,g63
n61,g82,g58
n3,g9,g83
n29,g3,g49
n47,g91,g35
n49,g51,g66
n52,g64,g88
n59,g40,g91
n57,g81,g96
n66,g25,g54
n37,g92,g1
n13,g62,g63
n40,g75,g32
n19,g58,g41
n46,g81,g12
n7,g56,g5
n15,g33,g41
n48,g64,g62
n41,g32,g6
n64,g31,g64
n56,g45,g58
n2,g26,g52
n1,g61,g24
