n0,g95,g17
n1,g59,g28
n2,g86,g94
n3,g71,g40
n4,g64,g86
n5,g23,g55
n6,g75,g59
n7,g43,g33
n8,g48,g15
n9,g58,g7
n10,g24,g75
n11,g10,g94
n12,g79,g26
n13,g9,g85
n14,g92,g32
n15,g52,g83
n16,g18,g6
n17,g59,g40
n18,g93,g1
n19,g46,g89
n20,g23,g8
n21,g59,g89
n22,g33,g77
n23,g50,g62
n24,g63,g3
n25,g6,g36
n26,g97,g71
n27,g73,g16
n28,g41,g52
n29,g23,g13
n30,g17,g63
n31,g43,g32
n32,g33,g16
n33,g30,g70
n34,g49,g6
n35,g85,g70
n36,g71,g87
n37,g24,g25
n38,g25,g57
n39,g54,g49
n40,g31,g61
n41,g96,g94
n42,g61,g5
n43,g53,g93
n44,g39,g26
n45,g65,g27
n46,g70,g8
n47,g27,g76
n48,g4,g51
n49,g77,g30
