n0,g34,g77
n1,g87,g22
n2,g8,g57
n3,g3,g48
n4,g17,g30
n5,g44,g8
n6,g68,g30
n7,g45,g54
n8,g19,g24
n9,g49,g15
n10,g71,g72
n11,g85,g41
n12,g97,g61
n13,g76,g33
n14,g74,g62
n15,g8,g94
n16,g90,g8
n17,g82,g70
n18,g44,g43
n19,g18,g62
n20,g8,g36
n21,g68,g71
n22,g54,g1
n23,g83,g45
n24,g62,g14
n25,g22,g52
n26,g45,g69
n27,g50,g89
n28,g97,g15
n29,g58,g74
n30,g19,g79
n31,g18,g29
n32,g19,g96
n33,g20,g91
n34,g57,g15
n35,g78,g90
n36,g82,g0
n37,g3,g78
n38,g22,g47
n39,g46,g57
n40,g82,g98
n41,g56,g54
n42,g59,g46
n43,g27,g73
n44,g80,g75
n45,g94,g86
n46,g50,g71
n47,g67,g82
n48,g17,g54
n49,g63,g72
