n1,g43,g4
n2,g4,g49
n3,g15,g7
n4,g37,g3
n5,g15,g5
n6,g11,g33
n7,g48,g23
n8,g42,g2
n9,g22,g7
n10,g40,g19
n11,g23,g50
n12,g36,g15
n13,g6,g32
n14,g49,g25
n15,g13,g15
n16,g9,g43
n17,g29,g44
n18,g21,g41
n19,g27,g25
n20,g47,g36
n21,g1,g13
n22,g47,g13
n23,g36,g27
n24,g22,g8
n25,g44,g16
n26,g1,g22
n27,g36,g20
n28,g32,g12
n29,g44,g31
n30,g13,g2
n31,g5,g31
n32,g50,g14
n33,g5,g30
n34,g9,g29
n35,g33,g30
n36,g35,g46
n37,g15,g40
n38,g18,g26
n39,g29,g28
n40,g32,g26
n41,g38,g17
n42,g3,g4
n43,g4,g32
n44,g5,g24
n45,g6,g45
n46,g34,g31
n47,g37,g5
n48,g30,g10
n49,g47,g1
n50,g40,g16
