n70,g68,g24
n6,g57,g68
n4,g41,g98
n22,g84,g36
n21,g72,g70
n60,g96,g6
n79,g85,g64
n74,g26,g88
n69,g55,g15
n28,g25,g68
n14,g57,g9
n45,g70,g77
n89,g83,g35
n5,g52,g79
n23,g91,g72
n24,g98,g55
n17,g54,g76
n54,g0,g89
n77,g54,g45
n63,g21,g99
n9,g28,g47
n25,g15,g30
n87,g19,g98
n10,g66,g33
n68,g73,g43
n34,g58,g46
n72,g74,g49
n73,g15,g38
n55,g87,g47
n44,g16,g70
n16,g48,g25
n80,g13,g48
n81,g63,g21
n75,g74,g59
n66,g57,g91
n47,g95,g79
n52,g56,g83
n59,g27,g77
n57,g27,g64
n71,g20,g29
n37,g52,g14
n31,g32,g63
n19,g52,g65
n46,g49,g97
n65,g28,g58
n85,g43,g36
n1,g14,g56
n84,g98,g8
n32,g34,g4
n26,g42,g53
n20,g8,g65
n53,g11,g92
n56,g24,g47
n76,g5,g99
n38,g25,g95
n13,g19,g15
n67,g16,g90
n41,g77,g72
n18,g78,g50
n11,g88,g47
n30,g1,g44
n35,g52,g94
n8,g64,g59
n83,g12,g41
n39,g12,g10
n33,g20,g35
n27,g35,g25
n50,g36,g72
n12,g64,g36
n82,g89,g93
n0,g55,g12
n43,g90,g8
n58,g53,g18
n36,g2,g34
n42,g26,g9
n61,g91,g26
n78,g88,g10
n3,g16,g91
n29,g12,g65
n49,g9,g52
n88,g29,g49
n86,g40,g85
n62,g8,g43
n40,g93,g17
n51,g24,g6
n7,g17,g66
n15,g72,g32
n48,g86,g53
n64,g48,g4
n2,g9,g75
