n70,g57,g17
n6,g97,g58
n4,g72,g43
n22,g38,g93
n21,g87,g48
n60,g30,g47
n79,g61,g80
n74,g12,g72
n69,g37,g68
n28,g96,g29
n14,g12,g46
n45,g8,g89
n89,g56,g28
n5,g36,g39
n23,g50,g81
n24,g49,g44
n17,g39,g60
n54,g3,g4
n77,g87,g51
n63,g63,g51
n9,g88,g61
n25,g88,g86
n87,g65,g22
n10,g84,g78
n68,g56,g6
n34,g22,g18
n72,g20,g4
n73,g6,g37
n55,g69,g86
n44,g47,g53
n16,g79,g40
n80,g50,g38
n81,g39,g11
n75,g98,g7
n66,g96,g67
n47,g92,g69
n52,g80,g82
n59,g14,g72
n57,g50,g74
n71,g59,g46
n37,g64,g90
n31,g79,g63
n19,g82,g81
n46,g13,g59
n65,g53,g23
n85,g44,g71
n1,g61,g12
n84,g37,g54
n32,g49,g90
n26,g2,g12
n20,g29,g59
n53,g86,g65
n56,g36,g94
n76,g92,g53
n38,g60,g29
n13,g29,g68
n67,g60,g71
n41,g64,g81
n18,g91,g86
n11,g24,g71
n30,g38,g32
n35,g14,g71
n8,g26,g43
n83,g34,g0
n39,g86,g78
n33,g23,g49
n27,g88,g1
n50,g90,g10
n12,g98,g81
n82,g75,g57
n0,g30,g8
n43,g97,g2
n58,g78,g31
n36,g6,g9
n42,g31,g53
n61,g45,g85
n78,g41,g46
n3,g70,g29
n29,g44,g7
n49,g17,g79
n88,g48,g99
n86,g56,g85
n62,g26,g77
n40,g6,g11
n51,g30,g52
n7,g1,g23
n15,g97,g92
n48,g97,g50
n64,g89,g21
n2,g19,g74
