n70,g48,g75
n6,g87,g23
n4,g39,g55
n22,g95,g8
n21,g95,g45
n60,g17,g78
n79,g18,g50
n74,g53,g59
n69,g15,g60
n28,g93,g6
n14,g9,g32
n45,g25,g91
n89,g38,g70
n5,g26,g56
n23,g93,g7
n24,g65,g61
n17,g34,g97
n54,g24,g85
n77,g91,g7
n63,g92,g48
n9,g93,g76
n25,g51,g2
n87,g28,g30
n10,g19,g59
n68,g84,g46
n34,g4,g10
n72,g8,g50
n73,g42,g3
n55,g57,g11
n44,g90,g60
n16,g50,g26
n80,g46,g72
n81,g19,g88
n75,g89,g85
n66,g29,g13
n47,g67,g69
n52,g84,g28
n59,g69,g93
n57,g39,g42
n71,g70,g35
n37,g22,g68
n31,g34,g94
n19,g9,g43
n46,g76,g32
n65,g85,g96
n85,g2,g98
n1,g61,g78
n84,g58,g77
n32,g7,g30
n26,g43,g54
n20,g84,g51
n53,g10,g26
n56,g44,g2
n76,g7,g65
n38,g15,g65
n13,g15,g5
n67,g86,g31
n41,g29,g31
n18,g9,g30
n11,g50,g83
n30,g20,g67
n35,g87,g84
n8,g45,g49
n83,g70,g94
n39,g25,g57
n33,g45,g16
n27,g25,g95
n50,g23,g73
n12,g5,g24
n82,g53,g17
n0,g86,g15
n43,g86,g82
n58,g60,g2
n36,g4,g90
n42,g23,g95
n61,g75,g5
n78,g30,g6
n3,g10,g79
n29,g34,g38
n49,g97,g17
n88,g90,g47
n86,g96,g63
n62,g65,g55
n40,g21,g31
n51,g44,g18
n7,g99,g62
n15,g53,g99
n48,g72,g10
n64,g84,g68
n2,g93,g23
