n70,g78,g3
n6,g9,g22
n4,g3,g42
n22,g85,g26
n21,g72,g7
n60,g54,g82
n79,g4,g22
n74,g54,g75
n69,g93,g81
n28,g69,g6
n14,g23,g83
n45,g29,g99
n89,g84,g10
n5,g61,g4
n23,g14,g18
n24,g63,g10
n17,g76,g19
n54,g89,g2
n77,g39,g30
n63,g87,g22
n9,g85,g79
n25,g36,g16
n87,g97,g74
n10,g34,g91
n68,g0,g65
n34,g85,g41
n72,g79,g75
n73,g93,g83
n55,g9,g76
n44,g58,g49
n16,g27,g87
n80,g8,g61
n81,g58,g82
n75,g33,g90
n66,g42,g96
n47,g16,g29
n52,g57,g69
n59,g89,g37
n57,g37,g75
n71,g28,g41
n37,g42,g51
n31,g95,g66
n19,g1,g98
n46,g5,g54
n65,g50,g88
n85,g51,g24
n1,g83,g35
n84,g51,g25
n32,g20,g44
n26,g73,g26
n20,g99,g50
n53,g42,g5
n56,g94,g6
n76,g90,g1
n38,g15,g35
n13,g39,g16
n67,g2,g71
n41,g94,g35
n18,g37,g80
n11,g83,g86
n30,g45,g34
n35,g66,g85
n8,g32,g49
n83,g31,g53
n39,g42,g67
n33,g44,g38
n27,g41,g87
n50,g10,g67
n12,g27,g10
n82,g64,g66
n0,g72,g96
n43,g57,g13
n58,g21,g96
n36,g56,g58
n42,g79,g86
n61,g46,g28
n78,g43,g64
n3,g44,g82
n29,g0,g75
n49,g29,g15
n88,g59,g33
n86,g7,g64
n62,g12,g46
n40,g50,g48
n51,g15,g2
n7,g94,g1
n15,g17,g35
n48,g27,g16
n64,g44,g72
n2,g79,g12
