n0,g32,g71
n1,g34,g62
n2,g22,g89
n3,g9,g88
n4,g8,g57
n5,g30,g47
n6,g81,g79
n7,g56,g38
n8,g13,g50
n9,g44,g43
n10,g53,g13
n11,g19,g35
n12,g77,g46
n13,g9,g83
n14,g31,g34
n15,g23,g78
n16,g37,g28
n17,g69,g76
n18,g72,g73
n19,g24,g73
n20,g35,g45
n21,g9,g77
n22,g87,g60
n23,g74,g75
n24,g80,g63
n25,g33,g62
n26,g47,g21
n27,g82,g23
n28,g50,g74
n29,g37,g11
n30,g98,g20
n31,g61,g77
n32,g79,g14
n33,g8,g2
n34,g23,g44
n35,g60,g11
n36,g46,g26
n37,g1,g8
n38,g54,g55
n39,g71,g79
n40,g34,g2
n41,g76,g14
n42,g4,g88
n43,g52,g15
n44,g24,g2
n45,g99,g72
n46,g55,g79
n47,g81,g66
n48,g34,g47
n49,g8,g48
n50,g91,g49
n51,g80,g19
n52,g10,g9
n53,g63,g19
n54,g80,g43
n55,g61,g39
n56,g4,g28
n57,g47,g2
n58,g57,g73
n59,g60,g20
