n70,g9,g37
n6,g77,g61
n4,g1,g94
n22,g40,g78
n21,g57,g97
n60,g62,g57
n79,g29,g90
n74,g11,g98
n69,g57,g25
n28,g65,g96
n14,g92,g3
n45,g64,g88
n5,g22,g43
n23,g13,g65
n24,g15,g11
n17,g42,g69
n54,g20,g36
n77,g63,g34
n63,g38,g10
n9,g69,g88
n25,g4,g5
n10,g45,g43
n68,g50,g90
n34,g37,g4
n72,g33,g53
n73,g72,g60
n55,g43,g69
n44,g99,g75
n16,g52,g98
n80,g54,g95
n81,g58,g52
n75,g35,g11
n66,g75,g26
n47,g4,g21
n52,g53,g7
n59,g29,g52
n57,g62,g71
n71,g95,g51
n37,g91,g34
n31,g81,g78
n19,g61,g29
n46,g82,g54
n65,g76,g43
n85,g70,g85
n1,g93,g85
n84,g29,g95
n32,g29,g3
n26,g48,g21
n20,g55,g56
n53,g5,g68
n56,g23,g32
n76,g80,g10
n38,g81,g23
n13,g36,g67
n67,g71,g44
n41,g1,g32
n18,g15,g5
n11,g58,g28
n30,g50,g91
n35,g77,g70
n8,g46,g48
n83,g65,g53
n39,g83,g73
n33,g5,g39
n27,g10,g52
n50,g56,g26
n12,g26,g8
n82,g85,g25
n0,g4,g26
n43,g84,g89
n58,g82,g77
n36,g23,g67
n42,g48,g25
n61,g50,g93
n78,g50,g41
n3,g13,g98
n29,g22,g14
n49,g26,g55
n62,g55,g78
n40,g96,g72
n51,g86,g82
n7,g85,g92
n15,g51,g89
n48,g34,g23
n64,g55,g15
n2,g65,g92
