n70,g24,g68
n6,g55,g6
n4,g50,g27
n22,g44,g73
n21,g87,g95
n60,g64,g56
n79,g49,g12
n74,g96,g71
n69,g80,g34
n28,g59,g79
n14,g79,g17
n45,g94,g46
n5,g68,g75
n23,g27,g59
n24,g93,g53
n17,g59,g70
n54,g67,g82
n77,g74,g52
n63,g31,g86
n9,g61,g64
n25,g67,g5
n10,g8,g66
n68,g26,g67
n34,g91,g44
n72,g77,g6
n73,g69,g62
n55,g8,g5
n44,g2,g43
n16,g64,g18
n80,g87,g99
n81,g33,g38
n75,g29,g9
n66,g53,g27
n47,g68,g3
n52,g79,g76
n59,g48,g84
n57,g81,g27
n71,g73,g84
n37,g90,g46
n31,g46,g47
n19,g31,g73
n46,g50,g65
n65,g50,g32
n85,g92,g8
n1,g87,g35
n84,g51,g0
n32,g0,g15
n26,g9,g46
n20,g94,g43
n53,g35,g40
n56,g14,g20
n76,g31,g3
n38,g19,g47
n13,g55,g16
n67,g95,g58
n41,g6,g1
n18,g82,g22
n11,g46,g72
n30,g71,g59
n35,g52,g23
n8,g93,g17
n83,g61,g54
n39,g9,g77
n33,g70,g11
n27,g55,g48
n50,g77,g14
n12,g53,g41
n82,g18,g96
n0,g49,g94
n43,g10,g75
n58,g99,g17
n36,g39,g55
n42,g12,g38
n61,g53,g17
n78,g34,g71
n3,g48,g95
n29,g85,g73
n49,g69,g34
n62,g91,g95
n40,g68,g26
n51,g28,g99
n7,g11,g58
n15,g0,g98
n48,g34,g85
n64,g43,g77
n2,g12,g43
