n70,g21,g66
n65,g92,g15
n6,g45,g46
n35,g59,g36
n4,g8,g30
n32,g92,g16
n26,g0,g83
n21,g19,g5
n60,g31,g48
n20,g2,g18
n51,g23,g56
n69,g4,g24
n71,g62,g25
n28,g74,g48
n14,g51,g31
n45,g17,g27
n39,g14,g91
n5,g42,g31
n23,g24,g44
n24,g9,g75
n54,g29,g34
n16,g45,g84
n17,g56,g16
n18,g42,g89
n63,g50,g93
n9,g40,g18
n25,g85,g89
n30,g83,g94
n31,g82,g48
n10,g81,g2
n43,g72,g31
n68,g59,g72
n34,g76,g70
n8,g96,g22
n53,g79,g13
n55,g68,g39
n38,g74,g98
n33,g48,g36
n62,g0,g43
n11,g19,g94
n27,g76,g22
n50,g29,g4
n44,g29,g27
n12,g86,g16
n67,g53,g41
n0,g6,g97
n22,g34,g37
n58,g35,g61
n36,g9,g59
n42,g49,g76
n61,g67,g42
n3,g87,g47
n29,g9,g83
n47,g51,g38
n49,g66,g8
n52,g85,g23
n59,g61,g77
n57,g29,g11
n66,g69,g67
n37,g37,g83
n13,g5,g38
n40,g51,g34
n19,g94,g62
n46,g42,g61
n7,g7,g35
n15,g47,g16
n48,g86,g18
n41,g81,g16
n64,g26,g69
n56,g46,g86
n2,g51,g6
n1,g8,g69
