n0,g91,g23
n1,g98,g14
n2,g78,g92
n3,g49,g98
n4,g27,g48
n5,g64,g42
n6,g30,g72
n7,g55,g90
n8,g24,g66
n9,g30,g13
n10,g20,g61
n11,g65,g81
n12,g59,g1
n13,g38,g25
n14,g55,g30
n15,g0,g85
n16,g23,g78
n17,g24,g54
n18,g60,g31
n19,g41,g33
n20,g32,g37
n21,g6,g36
n22,g44,g48
n23,g94,g16
n24,g34,g24
n25,g32,g56
n26,g23,g95
n27,g27,g77
n28,g81,g89
n29,g50,g46
n30,g30,g45
n31,g83,g88
n32,g22,g34
n33,g61,g17
n34,g70,g34
n35,g71,g72
n36,g30,g66
n37,g28,g77
n38,g56,g78
n39,g39,g11
n40,g23,g27
n41,g18,g94
n42,g56,g92
n43,g66,g76
n44,g46,g65
n45,g41,g60
n46,g3,g17
n47,g0,g58
n48,g74,g16
n49,g24,g26
n50,g45,g18
n51,g85,g32
n52,g17,g66
n53,g52,g75
n54,g73,g7
n55,g84,g71
n56,g42,g88
n57,g18,g86
n58,g94,g31
n59,g34,g0
n60,g17,g1
n61,g77,g16
n62,g3,g39
n63,g85,g73
n64,g9,g47
n65,g36,g65
n66,g98,g15
n67,g19,g79
n68,g22,g13
n69,g62,g82
