n70,g10,g9
n6,g47,g48
n4,g93,g23
n22,g11,g49
n21,g2,g53
n60,g19,g78
n79,g23,g30
n74,g9,g44
n69,g73,g49
n28,g24,g95
n14,g37,g34
n45,g99,g50
n5,g86,g10
n23,g75,g71
n24,g85,g35
n17,g84,g88
n54,g35,g11
n77,g4,g56
n63,g76,g6
n9,g54,g3
n25,g68,g46
n87,g80,g42
n10,g58,g34
n68,g53,g96
n34,g63,g22
n72,g25,g22
n73,g3,g64
n55,g99,g57
n44,g93,g18
n16,g96,g78
n80,g53,g76
n81,g24,g64
n75,g16,g92
n66,g37,g52
n47,g58,g33
n52,g8,g11
n59,g28,g45
n57,g19,g61
n71,g32,g81
n37,g17,g38
n31,g24,g3
n19,g69,g23
n46,g98,g75
n65,g11,g71
n85,g79,g81
n1,g92,g64
n84,g5,g41
n32,g51,g47
n26,g23,g85
n20,g66,g47
n53,g76,g48
n56,g68,g25
n76,g18,g15
n38,g92,g5
n13,g50,g10
n67,g81,g90
n41,g38,g59
n18,g95,g11
n11,g88,g3
n30,g74,g70
n35,g92,g26
n8,g18,g74
n83,g80,g69
n39,g67,g79
n33,g43,g0
n27,g54,g89
n50,g86,g17
n12,g74,g65
n82,g61,g18
n0,g18,g85
n43,g94,g73
n58,g54,g93
n36,g76,g20
n42,g44,g19
n61,g25,g24
n78,g43,g85
n3,g1,g75
n29,g14,g80
n49,g40,g13
n86,g45,g62
n62,g31,g47
n40,g23,g70
n51,g71,g98
n7,g81,g54
n15,g59,g78
n48,g80,g86
n64,g68,g88
n2,g79,g66
