n70,g16,g34
n6,g9,g69
n4,g80,g93
n22,g76,g18
n21,g11,g86
n60,g67,g18
n79,g26,g68
n74,g32,g95
n69,g63,g20
n28,g28,g96
n14,g67,g49
n45,g23,g4
n5,g35,g70
n23,g43,g36
n24,g44,g33
n17,g51,g64
n54,g62,g24
n77,g15,g90
n63,g25,g91
n9,g61,g82
n25,g33,g21
n87,g10,g0
n10,g87,g17
n68,g88,g66
n34,g71,g88
n72,g64,g39
n73,g98,g95
n55,g1,g43
n44,g53,g97
n16,g89,g14
n80,g6,g65
n81,g44,g2
n75,g15,g14
n66,g85,g14
n47,g10,g40
n52,g73,g79
n59,g26,g38
n57,g43,g47
n71,g84,g30
n37,g57,g21
n31,g59,g57
n19,g29,g47
n46,g18,g78
n65,g93,g90
n85,g95,g78
n1,g6,g3
n84,g78,g86
n32,g58,g45
n26,g99,g68
n20,g33,g51
n53,g80,g61
n56,g90,g74
n76,g64,g36
n38,g63,g70
n13,g50,g73
n67,g9,g30
n41,g58,g20
n18,g50,g45
n11,g43,g45
n30,g25,g75
n35,g76,g32
n8,g43,g85
n83,g72,g1
n39,g66,g11
n33,g85,g40
n27,g60,g61
n50,g53,g15
n12,g73,g41
n82,g61,g9
n0,g33,g65
n43,g5,g26
n58,g55,g11
n36,g8,g54
n42,g77,g6
n61,g32,g86
n78,g3,g44
n3,g5,g77
n29,g68,g27
n49,g51,g42
n86,g2,g73
n62,g61,g16
n40,g94,g6
n51,g34,g47
n7,g71,g20
n15,g33,g20
n48,g34,g75
n64,g25,g37
n2,g17,g31
