n70,g3,g60
n6,g43,g77
n4,g55,g76
n22,g59,g82
n21,g80,g4
n60,g72,g65
n79,g35,g7
n74,g20,g3
n69,g98,g8
n28,g85,g94
n14,g2,g88
n45,g30,g12
n5,g39,g91
n23,g17,g99
n24,g64,g29
n17,g61,g7
n54,g65,g54
n77,g57,g80
n63,g81,g38
n9,g14,g51
n25,g93,g10
n87,g61,g14
n10,g37,g50
n68,g72,g1
n34,g70,g40
n72,g63,g29
n73,g90,g22
n55,g16,g39
n44,g94,g95
n16,g81,g92
n80,g61,g62
n81,g18,g20
n75,g89,g1
n66,g4,g8
n47,g35,g64
n52,g70,g2
n59,g26,g1
n57,g36,g27
n71,g10,g24
n37,g10,g33
n31,g32,g62
n19,g9,g52
n46,g37,g92
n65,g71,g82
n85,g39,g42
n1,g99,g80
n84,g59,g25
n32,g98,g21
n26,g32,g72
n20,g67,g63
n53,g32,g91
n56,g82,g5
n76,g68,g12
n38,g5,g80
n13,g62,g85
n67,g59,g75
n41,g90,g55
n18,g1,g78
n11,g83,g32
n30,g45,g87
n35,g59,g98
n8,g70,g49
n83,g24,g16
n39,g42,g82
n33,g70,g12
n27,g7,g68
n50,g55,g37
n12,g85,g5
n82,g66,g67
n0,g63,g50
n43,g5,g21
n58,g36,g2
n36,g50,g69
n42,g24,g2
n61,g74,g68
n78,g35,g31
n3,g45,g25
n29,g38,g72
n49,g85,g7
n86,g22,g41
n62,g28,g0
n40,g97,g79
n51,g19,g39
n7,g98,g40
n15,g73,g43
n48,g28,g61
n64,g84,g18
n2,g77,g61
