n70,g2,g33
n6,g47,g82
n4,g44,g58
n22,g9,g16
n21,g89,g21
n60,g80,g43
n79,g0,g37
n74,g35,g25
n69,g80,g63
n28,g49,g89
n14,g8,g9
n45,g84,g41
n5,g79,g9
n23,g94,g82
n24,g85,g57
n17,g98,g86
n54,g86,g53
n77,g61,g19
n63,g60,g2
n9,g63,g72
n25,g33,g35
n87,g82,g72
n10,g87,g66
n68,g81,g31
n34,g49,g58
n72,g61,g38
n73,g45,g67
n55,g66,g54
n44,g10,g98
n16,g80,g10
n80,g94,g35
n81,g12,g71
n75,g12,g45
n66,g66,g64
n47,g46,g36
n52,g73,g78
n59,g5,g71
n57,g86,g59
n71,g4,g66
n37,g1,g68
n31,g41,g10
n19,g63,g12
n46,g46,g80
n65,g39,g74
n85,g25,g57
n1,g84,g76
n84,g22,g87
n32,g55,g78
n26,g30,g48
n20,g72,g61
n53,g40,g70
n56,g34,g85
n76,g6,g17
n38,g56,g35
n13,g33,g18
n67,g49,g5
n41,g75,g86
n18,g4,g70
n11,g88,g4
n30,g42,g50
n35,g80,g49
n8,g61,g35
n83,g14,g45
n39,g58,g38
n33,g20,g25
n27,g9,g82
n50,g85,g8
n12,g99,g8
n82,g55,g47
n0,g48,g41
n43,g57,g56
n58,g10,g60
n36,g36,g10
n42,g62,g77
n61,g84,g49
n78,g51,g11
n3,g64,g98
n29,g41,g56
n49,g97,g74
n86,g0,g13
n62,g44,g11
n40,g68,g94
n51,g34,g4
n7,g62,g98
n15,g62,g53
n48,g8,g64
n64,g1,g95
n2,g34,g99
