n70,g39,g46
n6,g70,g1
n4,g85,g52
n22,g10,g31
n21,g32,g76
n60,g7,g60
n79,g84,g75
n74,g73,g92
n69,g90,g76
n28,g73,g27
n14,g70,g36
n45,g49,g26
n5,g87,g4
n23,g89,g29
n24,g22,g48
n17,g53,g36
n54,g8,g49
n77,g47,g84
n63,g6,g85
n9,g29,g45
n25,g5,g49
n87,g65,g56
n10,g54,g53
n68,g35,g15
n34,g50,g5
n72,g92,g82
n73,g47,g61
n55,g22,g68
n44,g54,g76
n16,g45,g56
n80,g35,g59
n81,g82,g61
n75,g31,g47
n66,g86,g78
n47,g65,g71
n52,g66,g33
n59,g77,g30
n57,g16,g21
n71,g74,g1
n37,g42,g13
n31,g26,g68
n19,g42,g39
n46,g85,g29
n65,g59,g0
n85,g72,g97
n1,g34,g95
n84,g71,g67
n32,g40,g21
n26,g48,g23
n20,g82,g79
n53,g74,g57
n56,g77,g49
n76,g67,g38
n38,g2,g41
n13,g55,g62
n67,g74,g23
n41,g53,g9
n18,g71,g92
n11,g57,g20
n30,g47,g28
n35,g13,g38
n8,g2,g49
n83,g51,g21
n39,g55,g71
n33,g28,g44
n27,g65,g17
n50,g92,g50
n12,g14,g94
n82,g35,g28
n0,g68,g80
n43,g24,g45
n58,g10,g18
n36,g19,g18
n42,g93,g48
n61,g91,g47
n78,g60,g63
n3,g25,g44
n29,g88,g68
n49,g63,g71
n86,g36,g82
n62,g74,g62
n40,g5,g33
n51,g72,g16
n7,g31,g77
n15,g89,g15
n48,g32,g70
n64,g9,g79
n2,g29,g30
