n70,g41,g21
n6,g24,g84
n4,g87,g10
n22,g20,g23
n21,g8,g51
n60,g62,g88
n79,g48,g91
n74,g81,g85
n69,g36,g11
n28,g15,g39
n14,g33,g45
n45,g33,g50
n5,g37,g59
n23,g78,g62
n24,g0,g50
n17,g51,g14
n54,g8,g34
n77,g23,g75
n63,g13,g89
n9,g14,g9
n25,g13,g80
n87,g96,g63
n10,g69,g31
n68,g59,g88
n34,g59,g60
n72,g96,g37
n73,g77,g12
n55,g47,g84
n44,g42,g12
n16,g64,g39
n80,g48,g88
n81,g4,g61
n75,g63,g73
n66,g14,g94
n47,g74,g23
n52,g99,g70
n59,g64,g32
n57,g67,g72
n71,g24,g46
n37,g52,g37
n31,g96,g55
n19,g3,g48
n46,g83,g86
n65,g69,g2
n85,g36,g81
n1,g81,g15
n84,g73,g5
n32,g45,g43
n26,g51,g24
n20,g47,g40
n53,g45,g9
n56,g26,g86
n76,g17,g20
n38,g6,g89
n13,g9,g28
n67,g78,g26
n41,g56,g38
n18,g63,g18
n11,g44,g32
n30,g64,g4
n35,g65,g98
n8,g56,g50
n83,g94,g29
n39,g70,g84
n33,g14,g99
n27,g25,g39
n50,g22,g1
n12,g15,g83
n82,g99,g13
n0,g35,g18
n43,g5,g24
n58,g43,g14
n36,g32,g57
n42,g90,g69
n61,g80,g33
n78,g89,g8
n3,g89,g66
n29,g34,g61
n49,g55,g64
n88,g56,g53
n86,g71,g65
n62,g2,g19
n40,g57,g4
n51,g65,g5
n7,g10,g38
n15,g92,g77
n48,g15,g48
n64,g12,g2
n2,g39,g58
