n70,g25,g93
n6,g76,g62
n4,g48,g94
n22,g27,g94
n21,g96,g16
n60,g98,g74
n79,g87,g90
n74,g82,g61
n69,g59,g12
n28,g95,g2
n14,g71,g91
n45,g81,g27
n5,g44,g10
n23,g60,g48
n24,g81,g73
n17,g48,g90
n54,g40,g19
n77,g67,g77
n63,g47,g59
n9,g99,g16
n25,g98,g27
n87,g17,g23
n10,g80,g11
n68,g68,g30
n34,g58,g15
n72,g45,g74
n73,g70,g73
n55,g90,g26
n44,g65,g64
n16,g43,g45
n80,g33,g68
n81,g6,g12
n75,g83,g43
n66,g51,g23
n47,g40,g26
n52,g6,g88
n59,g62,g79
n57,g4,g17
n71,g83,g8
n37,g9,g99
n31,g44,g41
n19,g5,g7
n46,g58,g62
n65,g97,g24
n85,g77,g87
n1,g53,g10
n84,g66,g45
n32,g84,g22
n26,g82,g18
n20,g51,g42
n53,g38,g69
n56,g14,g86
n76,g98,g77
n38,g16,g41
n13,g44,g14
n67,g43,g41
n41,g35,g54
n18,g21,g86
n11,g43,g85
n30,g3,g84
n35,g26,g56
n8,g2,g68
n83,g32,g62
n39,g94,g5
n33,g71,g18
n27,g76,g72
n50,g61,g98
n12,g8,g42
n82,g98,g72
n0,g50,g85
n43,g78,g6
n58,g24,g27
n36,g48,g58
n42,g70,g62
n61,g23,g67
n78,g24,g2
n3,g54,g87
n29,g92,g7
n49,g49,g97
n88,g19,g75
n86,g75,g78
n62,g91,g43
n40,g8,g48
n51,g45,g63
n7,g22,g41
n15,g28,g46
n48,g82,g65
n64,g41,g55
n2,g29,g80
