n70,g54,g85
n65,g68,g61
n6,g47,g72
n35,g14,g64
n4,g77,g5
n32,g43,g95
n72,g99,g47
n74,g39,g41
n26,g78,g90
n21,g59,g39
n60,g91,g95
n20,g40,g14
n73,g28,g13
n51,g30,g59
n69,g59,g35
n71,g13,g17
n28,g32,g42
n77,g29,g0
n14,g78,g95
n45,g56,g57
n39,g8,g13
n5,g10,g92
n23,g3,g68
n24,g99,g94
n54,g53,g87
n16,g32,g69
n17,g53,g3
n18,g88,g73
n63,g26,g78
n9,g95,g17
n25,g53,g90
n30,g80,g2
n31,g68,g40
n10,g62,g89
n43,g14,g37
n68,g73,g44
n34,g29,g52
n8,g27,g19
n79,g71,g67
n53,g33,g1
n55,g30,g24
n38,g59,g11
n33,g11,g0
n62,g19,g53
n11,g90,g56
n27,g35,g43
n50,g89,g65
n44,g76,g48
n12,g71,g14
n67,g39,g83
n75,g67,g23
n0,g32,g62
n22,g13,g50
n58,g12,g81
n36,g8,g52
n42,g60,g3
n61,g66,g98
n78,g79,g1
n3,g34,g32
n29,g74,g67
n47,g35,g32
n49,g1,g49
n52,g72,g80
n59,g27,g86
n57,g8,g43
n66,g64,g95
n37,g40,g15
n13,g43,g92
n40,g61,g87
n19,g0,g15
n46,g1,g74
n7,g16,g10
n15,g74,g20
n48,g77,g63
n41,g13,g94
n76,g9,g50
n64,g39,g79
n56,g59,g96
n2,g94,g23
n1,g31,g52
