n70,g70,g91
n65,g68,g70
n6,g49,g29
n35,g75,g34
n4,g42,g74
n32,g72,g82
n72,g46,g56
n74,g93,g62
n26,g65,g94
n21,g22,g89
n60,g30,g29
n20,g18,g29
n73,g22,g68
n51,g28,g26
n69,g81,g90
n71,g40,g54
n28,g22,g2
n77,g36,g15
n14,g62,g34
n45,g78,g33
n39,g52,g50
n5,g34,g19
n23,g76,g56
n24,g67,g4
n54,g34,g48
n16,g18,g64
n17,g76,g69
n18,g77,g65
n63,g29,g14
n9,g19,g39
n25,g77,g18
n30,g3,g56
n31,g32,g65
n10,g7,g21
n43,g76,g63
n68,g47,g99
n34,g35,g80
n8,g57,g25
n79,g50,g59
n53,g72,g23
n55,g90,g39
n38,g7,g54
n33,g68,g64
n62,g46,g62
n11,g10,g59
n27,g31,g64
n50,g46,g25
n44,g50,g73
n12,g94,g21
n67,g48,g18
n75,g80,g56
n0,g46,g55
n22,g94,g13
n58,g55,g6
n36,g58,g5
n42,g59,g41
n61,g52,g86
n78,g76,g94
n3,g42,g84
n29,g14,g72
n47,g44,g49
n49,g48,g23
n52,g52,g76
n59,g25,g41
n57,g60,g92
n66,g12,g17
n37,g10,g52
n13,g22,g65
n40,g90,g42
n19,g32,g88
n46,g24,g58
n7,g43,g78
n15,g0,g77
n48,g54,g11
n41,g30,g3
n76,g1,g60
n64,g61,g94
n56,g86,g6
n2,g99,g24
n1,g88,g68
