n70,g55,g44
n65,g54,g18
n6,g19,g96
n35,g86,g60
n4,g13,g19
n32,g39,g23
n72,g17,g98
n74,g57,g21
n26,g35,g34
n21,g35,g65
n60,g7,g50
n20,g42,g6
n73,g22,g64
n51,g95,g65
n69,g53,g28
n71,g38,g70
n28,g78,g61
n77,g68,g5
n14,g88,g99
n45,g50,g55
n39,g92,g55
n5,g17,g45
n23,g25,g96
n24,g48,g36
n54,g28,g12
n16,g4,g15
n17,g3,g48
n18,g23,g73
n63,g59,g68
n9,g8,g2
n25,g76,g24
n30,g51,g36
n31,g18,g27
n10,g64,g37
n43,g88,g43
n68,g18,g80
n34,g74,g72
n8,g23,g29
n79,g10,g93
n53,g62,g52
n55,g73,g18
n38,g70,g6
n33,g57,g54
n62,g79,g42
n11,g69,g26
n27,g32,g90
n50,g89,g31
n44,g81,g57
n12,g8,g94
n67,g75,g35
n75,g8,g25
n0,g48,g99
n22,g59,g26
n58,g43,g16
n36,g17,g96
n42,g62,g19
n61,g94,g70
n78,g37,g31
n3,g22,g21
n29,g89,g38
n47,g60,g71
n49,g43,g36
n52,g3,g30
n59,g7,g97
n57,g92,g43
n66,g76,g8
n37,g27,g60
n13,g44,g93
n40,g78,g51
n19,g85,g23
n46,g19,g88
n7,g92,g90
n15,g41,g34
n48,g89,g87
n41,g91,g93
n76,g54,g92
n64,g88,g72
n56,g44,g36
n2,g22,g84
n1,g68,g45
