n70,g94,g12
n65,g7,g19
n6,g33,g79
n35,g81,g27
n4,g45,g68
n32,g0,g20
n72,g34,g97
n83,g0,g61
n74,g88,g52
n26,g66,g57
n21,g74,g75
n60,g71,g87
n20,g18,g21
n73,g40,g82
n51,g2,g0
n69,g46,g63
n71,g6,g82
n28,g90,g50
n77,g70,g81
n14,g17,g27
n45,g46,g36
n39,g55,g75
n5,g85,g74
n23,g75,g36
n24,g19,g18
n54,g56,g4
n16,g41,g97
n82,g70,g29
n17,g85,g99
n18,g49,g34
n63,g77,g48
n9,g87,g21
n25,g35,g98
n30,g74,g98
n31,g74,g80
n10,g57,g37
n43,g87,g38
n68,g40,g83
n34,g46,g31
n8,g16,g26
n79,g32,g37
n53,g65,g13
n55,g35,g45
n38,g82,g89
n33,g80,g84
n62,g3,g86
n11,g41,g26
n27,g31,g89
n50,g8,g35
n44,g5,g53
n12,g19,g67
n67,g11,g75
n75,g89,g42
n80,g40,g65
n0,g50,g93
n22,g87,g6
n81,g82,g24
n58,g10,g49
n36,g15,g98
n42,g7,g33
n61,g91,g54
n78,g0,g24
n3,g72,g74
n29,g28,g72
n47,g54,g21
n49,g54,g48
n52,g39,g71
n59,g18,g58
n57,g2,g13
n66,g72,g73
n37,g76,g4
n13,g45,g1
n40,g62,g94
n19,g44,g71
n46,g1,g21
n7,g68,g15
n15,g63,g29
n48,g34,g75
n41,g59,g79
n76,g52,g78
n64,g87,g99
n56,g28,g21
n2,g52,g48
n1,g85,g9
