n70,g9,g99
n65,g39,g12
n6,g18,g8
n35,g36,g7
n4,g51,g54
n32,g77,g68
n26,g34,g62
n21,g84,g32
n60,g93,g88
n20,g88,g43
n51,g0,g27
n69,g4,g59
n28,g99,g93
n14,g29,g89
n45,g43,g92
n39,g29,g56
n5,g57,g31
n23,g20,g60
n24,g42,g21
n54,g94,g9
n16,g37,g48
n17,g6,g81
n18,g58,g87
n63,g10,g73
n9,g17,g2
n25,g83,g72
n30,g81,g25
n31,g10,g57
n10,g45,g80
n43,g37,g60
n68,g65,g38
n34,g95,g88
n8,g78,g13
n53,g65,g84
n55,g45,g82
n38,g23,g50
n33,g69,g1
n62,g5,g59
n11,g41,g10
n27,g68,g0
n50,g35,g85
n44,g12,g21
n12,g62,g49
n67,g39,g37
n0,g79,g40
n22,g32,g1
n58,g26,g5
n36,g50,g36
n42,g51,g42
n61,g10,g23
n3,g17,g46
n29,g52,g50
n47,g18,g46
n49,g76,g8
n52,g97,g52
n59,g36,g18
n57,g90,g65
n66,g95,g18
n37,g82,g95
n13,g25,g34
n40,g23,g35
n19,g7,g34
n46,g85,g54
n7,g58,g51
n15,g70,g2
n48,g7,g92
n41,g20,g78
n64,g85,g88
n56,g30,g85
n2,g2,g63
n1,g81,g62
