n70,g49,g73
n65,g69,g76
n6,g80,g5
n35,g71,g89
n4,g46,g7
n32,g34,g59
n26,g76,g87
n21,g71,g54
n60,g59,g94
n20,g74,g31
n51,g6,g66
n69,g58,g1
n28,g53,g39
n14,g24,g45
n45,g64,g28
n39,g69,g22
n5,g79,g99
n23,g77,g67
n24,g40,g37
n54,g98,g25
n16,g61,g5
n17,g81,g4
n18,g18,g94
n63,g90,g86
n9,g47,g84
n25,g29,g4
n30,g8,g84
n31,g75,g9
n10,g3,g0
n43,g10,g85
n68,g48,g37
n34,g53,g81
n8,g33,g63
n53,g31,g99
n55,g14,g15
n38,g27,g20
n33,g35,g85
n62,g60,g17
n11,g31,g6
n27,g90,g46
n50,g75,g93
n44,g51,g3
n12,g60,g25
n67,g28,g1
n0,g16,g30
n22,g44,g61
n58,g93,g56
n36,g95,g98
n42,g78,g58
n61,g27,g44
n3,g7,g23
n29,g71,g86
n47,g74,g5
n49,g70,g55
n52,g58,g52
n59,g82,g81
n57,g69,g47
n66,g87,g18
n37,g97,g13
n13,g10,g16
n40,g20,g86
n19,g82,g55
n46,g50,g51
n7,g75,g60
n15,g20,g17
n48,g69,g30
n41,g26,g51
n64,g61,g36
n56,g97,g7
n2,g34,g68
n1,g82,g23
