n70,g86,g35
n65,g31,g20
n6,g6,g96
n35,g98,g49
n4,g98,g10
n32,g74,g92
n72,g51,g4
n74,g95,g55
n26,g62,g51
n21,g97,g72
n60,g6,g58
n20,g85,g51
n73,g89,g21
n51,g87,g83
n69,g72,g60
n71,g44,g52
n28,g58,g51
n14,g31,g88
n45,g61,g3
n39,g18,g97
n5,g42,g71
n23,g99,g39
n24,g21,g56
n54,g25,g61
n16,g65,g70
n17,g42,g63
n18,g52,g36
n63,g41,g23
n9,g18,g61
n25,g29,g82
n30,g70,g67
n31,g70,g46
n10,g90,g97
n43,g27,g26
n68,g15,g12
n34,g14,g47
n8,g77,g14
n53,g62,g93
n55,g2,g18
n38,g24,g82
n33,g38,g65
n62,g73,g87
n11,g94,g6
n27,g85,g64
n50,g88,g15
n44,g40,g79
n12,g61,g28
n67,g34,g70
n75,g96,g95
n0,g72,g25
n22,g22,g46
n58,g28,g40
n36,g41,g51
n42,g77,g10
n61,g14,g32
n3,g39,g76
n29,g15,g46
n47,g95,g89
n49,g26,g42
n52,g3,g45
n59,g27,g5
n57,g38,g32
n66,g32,g25
n37,g11,g50
n13,g36,g85
n40,g19,g74
n19,g27,g36
n46,g36,g42
n7,g11,g15
n15,g69,g32
n48,g19,g39
n41,g75,g4
n76,g47,g43
n64,g97,g5
n56,g50,g54
n2,g53,g82
n1,g62,g98
