n70,g77,g91
n65,g54,g12
n6,g98,g80
n35,g17,g65
n4,g94,g82
n32,g47,g75
n72,g53,g20
n74,g84,g52
n26,g34,g1
n21,g39,g13
n60,g94,g13
n20,g15,g95
n73,g19,g78
n51,g58,g27
n69,g44,g66
n71,g7,g24
n28,g69,g48
n14,g98,g93
n45,g33,g61
n39,g28,g84
n5,g82,g8
n23,g22,g62
n24,g31,g17
n54,g42,g15
n16,g45,g95
n17,g81,g18
n18,g71,g74
n63,g12,g37
n9,g47,g36
n25,g22,g84
n30,g10,g59
n31,g85,g78
n10,g72,g34
n43,g86,g3
n68,g96,g66
n34,g96,g83
n8,g38,g76
n53,g33,g84
n55,g41,g10
n38,g60,g26
n33,g19,g61
n62,g54,g4
n11,g6,g22
n27,g93,g62
n50,g1,g38
n44,g50,g12
n12,g2,g83
n67,g54,g33
n75,g99,g51
n0,g45,g57
n22,g85,g11
n58,g98,g52
n36,g42,g51
n42,g73,g17
n61,g14,g96
n3,g27,g93
n29,g68,g57
n47,g75,g46
n49,g30,g22
n52,g69,g14
n59,g45,g90
n57,g41,g80
n66,g4,g58
n37,g2,g33
n13,g30,g86
n40,g0,g74
n19,g56,g76
n46,g19,g66
n7,g61,g88
n15,g22,g10
n48,g87,g68
n41,g1,g7
n76,g42,g85
n64,g0,g42
n56,g48,g78
n2,g8,g67
n1,g46,g49
